At frame 0, car 1 is located at coordinates [566.24, 321.01] with a bounding box of width 121.82 and height 94.51.
 At frame 8, car 3 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 At frame 8, car 9 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 At frame 8, truck 5 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 At frame 8, car 4 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 At frame 8, car 6 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 At frame 8, person 11 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 At frame 8, car 17 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 At frame 8, car 10 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 

=====================================================

At frame 8, car 20 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 At frame 8, car 16 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 At frame 8, car 8 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 At frame 8, car 12 is located at coordinates [589.37, 319.44] with a bounding box of width 150.87 and height 117.85.
 At frame 9, car 1 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 9, car 2 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 9, car 9 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 9, truck 5 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 9, car 3 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 9, car 4 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 9, car 6 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 9, car 20 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 9, car 10 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 9, car 12 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 9, car 8 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 9, car 17 is located at coordinates [593.47, 318.33] with a bounding box of width 153.10 and height 120.49.
 At frame 10, car 1 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, car 2 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, car 9 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, truck 5 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, car 3 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, car 4 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, car 6 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, person 11 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, car 20 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, car 10 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, car 17 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, car 12 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, car 8 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 10, car 16 is located at coordinates [596.88, 315.26] with a bounding box of width 157.97 and height 124.97.
 At frame 11, car 1 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 2 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 9 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 3 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, truck 5 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 4 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 6 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, person 11 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 8 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 20 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 17 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 12 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 10 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 21 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 11, car 16 is located at coordinates [597.66, 311.85] with a bounding box of width 163.22 and height 128.47.
 At frame 12, car 1 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, car 2 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, car 9 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, truck 5 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, car 3 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 

=====================================================

At frame 12, car 4 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, car 6 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, person 11 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, car 12 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, car 20 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, car 21 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, car 17 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, car 10 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, car 8 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 12, car 16 is located at coordinates [601.47, 310.34] with a bounding box of width 167.57 and height 131.88.
 At frame 13, car 1 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 2 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 9 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 3 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, truck 5 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 4 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 10 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, person 11 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 8 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 6 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 20 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 12 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 21 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 17 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 13, car 16 is located at coordinates [605.12, 309.90] with a bounding box of width 172.37 and height 134.74.
 At frame 14, car 1 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, car 9 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, car 2 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, car 4 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, car 3 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, car 6 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, car 12 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, truck 5 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, car 21 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, car 10 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, car 20 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, person 11 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 14, car 8 is located at coordinates [607.18, 310.84] with a bounding box of width 179.50 and height 137.39.
 At frame 15, car 1 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 15, car 2 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 15, car 9 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 15, car 3 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 15, car 4 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 15, truck 5 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 15, car 20 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 15, car 6 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 15, car 21 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 15, car 10 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 15, car 12 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 15, car 8 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 

=====================================================

At frame 15, car 16 is located at coordinates [610.56, 311.12] with a bounding box of width 183.09 and height 139.36.
 At frame 16, car 1 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, car 2 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, car 9 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, car 3 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, car 4 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, truck 5 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, car 20 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, car 6 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, car 12 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, car 10 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, car 21 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, car 16 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 16, person 11 is located at coordinates [615.10, 310.87] with a bounding box of width 187.94 and height 142.80.
 At frame 17, car 1 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, car 9 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, car 2 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, car 3 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, car 4 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, car 12 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, truck 5 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, car 6 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, car 20 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, car 10 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, car 16 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, car 21 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, car 8 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 17, person 11 is located at coordinates [616.76, 310.61] with a bounding box of width 197.47 and height 147.63.
 At frame 18, car 1 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, car 9 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, car 2 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, car 3 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, car 4 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, truck 5 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, car 20 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, car 6 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, car 12 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, car 18 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, car 10 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, car 21 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 18, car 16 is located at coordinates [622.23, 310.25] with a bounding box of width 202.05 and height 151.37.
 At frame 19, car 1 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 At frame 19, car 2 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 At frame 19, car 9 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 At frame 19, car 3 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 At frame 19, truck 5 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 At frame 19, car 4 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 At frame 19, car 20 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 At frame 19, car 6 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 At frame 19, car 12 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 

=====================================================

At frame 19, car 18 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 At frame 19, car 21 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 At frame 19, car 8 is located at coordinates [625.89, 309.17] with a bounding box of width 211.45 and height 157.36.
 At frame 20, car 1 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 9 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 2 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 3 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 4 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 20 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 12 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, truck 5 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 6 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 18 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 10 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 21 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 8 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 20, car 16 is located at coordinates [630.60, 306.94] with a bounding box of width 216.43 and height 161.08.
 At frame 21, car 1 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 9 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 2 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 3 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, truck 5 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 4 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 20 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 6 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 12 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 18 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 10 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 16 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 21 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 8 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 21, car 31 is located at coordinates [633.91, 307.27] with a bounding box of width 230.54 and height 168.58.
 At frame 22, car 1 is located at coordinates [641.55, 303.68] with a bounding box of width 236.16 and height 173.17.
