At frame 0, person 1 is located at coordinates [573.21, 647.72] with a bounding box of width 34.93 and height 94.99.
 At frame 11, car 2 is located at coordinates [524.00, 642.12] with a bounding box of width 34.98 and height 111.56.
 At frame 12, car 2 is located at coordinates [972.73, 655.47] with a bounding box of width 83.93 and height 36.89.
 At frame 12, person 1 is located at coordinates [972.73, 655.47] with a bounding box of width 83.93 and height 36.89.
 At frame 12, truck 3 is located at coordinates [972.73, 655.47] with a bounding box of width 83.93 and height 36.89.
 At frame 13, person 1 is located at coordinates [512.58, 640.05] with a bounding box of width 37.26 and height 113.14.
 At frame 13, car 2 is located at coordinates [512.58, 640.05] with a bounding box of width 37.26 and height 113.14.
 At frame 14, person 1 is located at coordinates [506.57, 639.97] with a bounding box of width 39.04 and height 113.20.
 At frame 14, car 2 is located at coordinates [506.57, 639.97] with a bounding box of width 39.04 and height 113.20.
 At frame 15, person 1 is located at coordinates [502.18, 640.12] with a bounding box of width 38.70 and height 114.65.
 At frame 15, car 2 is located at coordinates [502.18, 640.12] with a bounding box of width 38.70 and height 114.65.
 At frame 15, truck 3 is located at coordinates [502.18, 640.12] with a bounding box of width 38.70 and height 114.65.
 At frame 16, person 1 is located at coordinates [495.74, 639.64] with a bounding box of width 38.61 and height 114.67.
 At frame 16, car 2 is located at coordinates [495.74, 639.64] with a bounding box of width 38.61 and height 114.67.
 At frame 16, truck 3 is located at coordinates [495.74, 639.64] with a bounding box of width 38.61 and height 114.67.
 At frame 17, person 1 is located at coordinates [491.69, 638.56] with a bounding box of width 36.97 and height 116.00.
 At frame 17, truck 3 is located at coordinates [491.69, 638.56] with a bounding box of width 36.97 and height 116.00.
 

=====================================================

At frame 17, car 2 is located at coordinates [491.69, 638.56] with a bounding box of width 36.97 and height 116.00.
 At frame 18, person 1 is located at coordinates [486.73, 638.96] with a bounding box of width 43.07 and height 117.13.
 At frame 18, car 2 is located at coordinates [486.73, 638.96] with a bounding box of width 43.07 and height 117.13.
 At frame 18, truck 3 is located at coordinates [486.73, 638.96] with a bounding box of width 43.07 and height 117.13.
 At frame 19, person 1 is located at coordinates [480.65, 639.60] with a bounding box of width 44.92 and height 119.86.
 At frame 19, car 2 is located at coordinates [480.65, 639.60] with a bounding box of width 44.92 and height 119.86.
 At frame 19, truck 3 is located at coordinates [480.65, 639.60] with a bounding box of width 44.92 and height 119.86.
 At frame 20, person 1 is located at coordinates [475.19, 639.06] with a bounding box of width 40.51 and height 119.96.
 At frame 20, car 2 is located at coordinates [475.19, 639.06] with a bounding box of width 40.51 and height 119.96.
 At frame 20, truck 3 is located at coordinates [475.19, 639.06] with a bounding box of width 40.51 and height 119.96.
 At frame 21, person 1 is located at coordinates [469.99, 640.32] with a bounding box of width 40.64 and height 121.95.
 At frame 21, car 2 is located at coordinates [469.99, 640.32] with a bounding box of width 40.64 and height 121.95.
 At frame 21, bus 3 is located at coordinates [469.99, 640.32] with a bounding box of width 40.64 and height 121.95.
 At frame 22, person 1 is located at coordinates [464.59, 640.95] with a bounding box of width 40.24 and height 118.95.
 At frame 22, car 2 is located at coordinates [464.59, 640.95] with a bounding box of width 40.24 and height 118.95.
 At frame 22, truck 3 is located at coordinates [464.59, 640.95] with a bounding box of width 40.24 and height 118.95.
 At frame 23, person 1 is located at coordinates [459.88, 640.54] with a bounding box of width 39.47 and height 121.99.
 At frame 23, car 2 is located at coordinates [459.88, 640.54] with a bounding box of width 39.47 and height 121.99.
 At frame 23, truck 3 is located at coordinates [459.88, 640.54] with a bounding box of width 39.47 and height 121.99.
 At frame 24, person 1 is located at coordinates [454.21, 641.96] with a bounding box of width 39.79 and height 123.59.
 At frame 24, car 2 is located at coordinates [454.21, 641.96] with a bounding box of width 39.79 and height 123.59.
 At frame 24, truck 3 is located at coordinates [454.21, 641.96] with a bounding box of width 39.79 and height 123.59.
 At frame 25, person 1 is located at coordinates [446.75, 639.91] with a bounding box of width 43.12 and height 131.40.
 At frame 25, car 2 is located at coordinates [446.75, 639.91] with a bounding box of width 43.12 and height 131.40.
 At frame 25, person 15 is located at coordinates [446.75, 639.91] with a bounding box of width 43.12 and height 131.40.
 At frame 26, person 1 is located at coordinates [440.96, 639.67] with a bounding box of width 44.33 and height 131.77.
 At frame 26, car 2 is located at coordinates [440.96, 639.67] with a bounding box of width 44.33 and height 131.77.
 At frame 26, person 15 is located at coordinates [440.96, 639.67] with a bounding box of width 44.33 and height 131.77.
 At frame 27, person 1 is located at coordinates [436.19, 641.13] with a bounding box of width 42.41 and height 126.05.
 At frame 27, car 2 is located at coordinates [436.19, 641.13] with a bounding box of width 42.41 and height 126.05.
 At frame 27, person 15 is located at coordinates [436.19, 641.13] with a bounding box of width 42.41 and height 126.05.
 At frame 27, truck 3 is located at coordinates [436.19, 641.13] with a bounding box of width 42.41 and height 126.05.
 At frame 28, car 2 is located at coordinates [945.56, 661.75] with a bounding box of width 95.68 and height 39.53.
 At frame 28, person 1 is located at coordinates [945.56, 661.75] with a bounding box of width 95.68 and height 39.53.
 At frame 28, person 15 is located at coordinates [945.56, 661.75] with a bounding box of width 95.68 and height 39.53.
 At frame 28, truck 3 is located at coordinates [945.56, 661.75] with a bounding box of width 95.68 and height 39.53.
 At frame 29, person 1 is located at coordinates [422.49, 641.31] with a bounding box of width 51.58 and height 127.91.
 At frame 29, car 2 is located at coordinates [422.49, 641.31] with a bounding box of width 51.58 and height 127.91.
 At frame 29, car 18 is located at coordinates [422.49, 641.31] with a bounding box of width 51.58 and height 127.91.
 At frame 30, person 1 is located at coordinates [417.52, 640.43] with a bounding box of width 49.27 and height 128.52.
 At frame 30, car 2 is located at coordinates [417.52, 640.43] with a bounding box of width 49.27 and height 128.52.
 At frame 30, car 18 is located at coordinates [417.52, 640.43] with a bounding box of width 49.27 and height 128.52.
 At frame 31, car 2 is located at coordinates [942.38, 662.47] with a bounding box of width 97.10 and height 38.64.
 At frame 31, person 1 is located at coordinates [942.38, 662.47] with a bounding box of width 97.10 and height 38.64.
 At frame 32, person 1 is located at coordinates [405.10, 640.25] with a bounding box of width 53.63 and height 137.19.
 At frame 32, car 2 is located at coordinates [405.10, 640.25] with a bounding box of width 53.63 and height 137.19.
 At frame 33, car 2 is located at coordinates [938.60, 663.37] with a bounding box of width 96.92 and height 39.67.
 At frame 33, person 1 is located at coordinates [938.60, 663.37] with a bounding box of width 96.92 and height 39.67.
 At frame 34, car 2 is located at coordinates [936.26, 663.53] with a bounding box of width 98.34 and height 39.18.
 At frame 34, person 1 is located at coordinates [936.26, 663.53] with a bounding box of width 98.34 and height 39.18.
 

=====================================================

At frame 35, car 2 is located at coordinates [935.29, 663.35] with a bounding box of width 95.39 and height 39.22.
 At frame 35, person 1 is located at coordinates [935.29, 663.35] with a bounding box of width 95.39 and height 39.22.
 At frame 35, person 15 is located at coordinates [935.29, 663.35] with a bounding box of width 95.39 and height 39.22.
 At frame 36, person 1 is located at coordinates [381.34, 641.18] with a bounding box of width 51.55 and height 138.81.
 At frame 37, car 2 is located at coordinates [933.48, 659.50] with a bounding box of width 100.83 and height 40.34.
 At frame 37, person 1 is located at coordinates [933.48, 659.50] with a bounding box of width 100.83 and height 40.34.
 At frame 38, car 2 is located at coordinates [929.62, 659.00] with a bounding box of width 102.36 and height 38.55.
 At frame 38, person 1 is located at coordinates [929.62, 659.00] with a bounding box of width 102.36 and height 38.55.
 At frame 39, person 1 is located at coordinates [366.47, 633.16] with a bounding box of width 52.81 and height 142.97.
 At frame 39, car 2 is located at coordinates [366.47, 633.16] with a bounding box of width 52.81 and height 142.97.
 At frame 39, truck 3 is located at coordinates [366.47, 633.16] with a bounding box of width 52.81 and height 142.97.
 At frame 40, car 2 is located at coordinates [926.51, 654.82] with a bounding box of width 104.08 and height 40.38.
 At frame 40, person 1 is located at coordinates [926.51, 654.82] with a bounding box of width 104.08 and height 40.38.
 At frame 41, car 2 is located at coordinates [925.17, 654.37] with a bounding box of width 104.48 and height 40.39.
 At frame 41, person 1 is located at coordinates [925.17, 654.37] with a bounding box of width 104.48 and height 40.39.
 At frame 41, bus 3 is located at coordinates [925.17, 654.37] with a bounding box of width 104.48 and height 40.39.
 At frame 42, car 2 is located at coordinates [923.61, 653.86] with a bounding box of width 106.66 and height 39.76.
 At frame 42, person 1 is located at coordinates [923.61, 653.86] with a bounding box of width 106.66 and height 39.76.
 At frame 43, car 2 is located at coordinates [922.82, 652.87] with a bounding box of width 107.88 and height 40.52.
 At frame 43, person 1 is located at coordinates [922.82, 652.87] with a bounding box of width 107.88 and height 40.52.
 At frame 43, truck 3 is located at coordinates [922.82, 652.87] with a bounding box of width 107.88 and height 40.52.
 At frame 44, car 2 is located at coordinates [920.98, 650.88] with a bounding box of width 108.01 and height 41.26.
 At frame 44, person 1 is located at coordinates [920.98, 650.88] with a bounding box of width 108.01 and height 41.26.
 At frame 45, car 2 is located at coordinates [921.07, 649.75] with a bounding box of width 106.26 and height 41.10.
 At frame 45, person 1 is located at coordinates [921.07, 649.75] with a bounding box of width 106.26 and height 41.10.
 At frame 46, car 2 is located at coordinates [919.67, 648.16] with a bounding box of width 106.42 and height 42.45.
 At frame 46, person 1 is located at coordinates [919.67, 648.16] with a bounding box of width 106.42 and height 42.45.
 At frame 47, car 2 is located at coordinates [917.89, 647.25] with a bounding box of width 108.44 and height 43.06.
 At frame 47, person 1 is located at coordinates [917.89, 647.25] with a bounding box of width 108.44 and height 43.06.
 At frame 48, person 1 is located at coordinates [316.18, 624.20] with a bounding box of width 56.24 and height 152.99.
 At frame 48, car 2 is located at coordinates [316.18, 624.20] with a bounding box of width 56.24 and height 152.99.
 At frame 49, person 1 is located at coordinates [308.73, 625.20] with a bounding box of width 57.87 and height 156.16.
 At frame 49, car 2 is located at coordinates [308.73, 625.20] with a bounding box of width 57.87 and height 156.16.
 At frame 49, person 24 is located at coordinates [308.73, 625.20] with a bounding box of width 57.87 and height 156.16.
 At frame 49, bus 3 is located at coordinates [308.73, 625.20] with a bounding box of width 57.87 and height 156.16.
 At frame 50, person 1 is located at coordinates [303.38, 623.69] with a bounding box of width 58.26 and height 159.12.
 At frame 50, car 2 is located at coordinates [303.38, 623.69] with a bounding box of width 58.26 and height 159.12.
 At frame 50, person 24 is located at coordinates [303.38, 623.69] with a bounding box of width 58.26 and height 159.12.
 At frame 50, truck 3 is located at coordinates [303.38, 623.69] with a bounding box of width 58.26 and height 159.12.
 At frame 51, person 1 is located at coordinates [298.93, 623.85] with a bounding box of width 56.20 and height 161.38.
 At frame 51, car 2 is located at coordinates [298.93, 623.85] with a bounding box of width 56.20 and height 161.38.
 At frame 52, person 1 is located at coordinates [295.77, 625.97] with a bounding box of width 54.36 and height 155.33.
 At frame 52, car 2 is located at coordinates [295.77, 625.97] with a bounding box of width 54.36 and height 155.33.
 At frame 52, person 24 is located at coordinates [295.77, 625.97] with a bounding box of width 54.36 and height 155.33.
 At frame 52, truck 3 is located at coordinates [295.77, 625.97] with a bounding box of width 54.36 and height 155.33.
 At frame 53, car 2 is located at coordinates [911.11, 647.60] with a bounding box of width 112.50 and height 43.05.
 At frame 53, person 1 is located at coordinates [911.11, 647.60] with a bounding box of width 112.50 and height 43.05.
 At frame 53, person 24 is located at coordinates [911.11, 647.60] with a bounding box of width 112.50 and height 43.05.
 At frame 53, truck 3 is located at coordinates [911.11, 647.60] with a bounding box of width 112.50 and height 43.05.
 At frame 54, car 2 is located at coordinates [911.75, 647.31] with a bounding box of width 111.76 and height 43.51.
 

=====================================================

At frame 54, person 1 is located at coordinates [911.75, 647.31] with a bounding box of width 111.76 and height 43.51.
 At frame 54, person 24 is located at coordinates [911.75, 647.31] with a bounding box of width 111.76 and height 43.51.
 At frame 55, car 2 is located at coordinates [911.71, 647.44] with a bounding box of width 111.41 and height 43.27.
 At frame 55, person 1 is located at coordinates [911.71, 647.44] with a bounding box of width 111.41 and height 43.27.
 At frame 55, person 24 is located at coordinates [911.71, 647.44] with a bounding box of width 111.41 and height 43.27.
 At frame 56, car 2 is located at coordinates [910.55, 646.96] with a bounding box of width 112.32 and height 43.71.
 At frame 56, person 1 is located at coordinates [910.55, 646.96] with a bounding box of width 112.32 and height 43.71.
 At frame 56, person 24 is located at coordinates [910.55, 646.96] with a bounding box of width 112.32 and height 43.71.
 At frame 56, truck 3 is located at coordinates [910.55, 646.96] with a bounding box of width 112.32 and height 43.71.
 At frame 57, car 2 is located at coordinates [909.69, 647.48] with a bounding box of width 113.39 and height 44.40.
 At frame 57, person 1 is located at coordinates [909.69, 647.48] with a bounding box of width 113.39 and height 44.40.
 At frame 57, person 24 is located at coordinates [909.69, 647.48] with a bounding box of width 113.39 and height 44.40.
 At frame 57, truck 3 is located at coordinates [909.69, 647.48] with a bounding box of width 113.39 and height 44.40.
 At frame 58, car 2 is located at coordinates [908.81, 648.36] with a bounding box of width 112.85 and height 44.43.
 At frame 58, person 1 is located at coordinates [908.81, 648.36] with a bounding box of width 112.85 and height 44.43.
 At frame 58, person 24 is located at coordinates [908.81, 648.36] with a bounding box of width 112.85 and height 44.43.
 At frame 58, car 25 is located at coordinates [908.81, 648.36] with a bounding box of width 112.85 and height 44.43.
 At frame 59, car 2 is located at coordinates [908.71, 648.77] with a bounding box of width 113.78 and height 44.51.
 At frame 59, person 1 is located at coordinates [908.71, 648.77] with a bounding box of width 113.78 and height 44.51.
 At frame 59, person 24 is located at coordinates [908.71, 648.77] with a bounding box of width 113.78 and height 44.51.
 At frame 59, car 25 is located at coordinates [908.71, 648.77] with a bounding box of width 113.78 and height 44.51.
 At frame 60, car 2 is located at coordinates [908.11, 652.05] with a bounding box of width 114.45 and height 42.08.
 At frame 60, person 1 is located at coordinates [908.11, 652.05] with a bounding box of width 114.45 and height 42.08.
 At frame 60, person 24 is located at coordinates [908.11, 652.05] with a bounding box of width 114.45 and height 42.08.
 At frame 60, truck 3 is located at coordinates [908.11, 652.05] with a bounding box of width 114.45 and height 42.08.
 At frame 60, car 25 is located at coordinates [908.11, 652.05] with a bounding box of width 114.45 and height 42.08.
 At frame 61, car 2 is located at coordinates [905.13, 650.86] with a bounding box of width 116.51 and height 44.81.
 At frame 61, person 1 is located at coordinates [905.13, 650.86] with a bounding box of width 116.51 and height 44.81.
 At frame 61, person 24 is located at coordinates [905.13, 650.86] with a bounding box of width 116.51 and height 44.81.
 At frame 61, car 25 is located at coordinates [905.13, 650.86] with a bounding box of width 116.51 and height 44.81.
 At frame 62, car 2 is located at coordinates [903.73, 653.78] with a bounding box of width 119.01 and height 43.52.
 At frame 62, person 1 is located at coordinates [903.73, 653.78] with a bounding box of width 119.01 and height 43.52.
 At frame 62, person 24 is located at coordinates [903.73, 653.78] with a bounding box of width 119.01 and height 43.52.
 At frame 63, person 1 is located at coordinates [238.54, 623.76] with a bounding box of width 79.58 and height 171.78.
 At frame 63, car 2 is located at coordinates [238.54, 623.76] with a bounding box of width 79.58 and height 171.78.
 At frame 63, person 24 is located at coordinates [238.54, 623.76] with a bounding box of width 79.58 and height 171.78.
 At frame 63, car 25 is located at coordinates [238.54, 623.76] with a bounding box of width 79.58 and height 171.78.
 At frame 63, truck 3 is located at coordinates [238.54, 623.76] with a bounding box of width 79.58 and height 171.78.
 At frame 64, car 2 is located at coordinates [904.18, 654.52] with a bounding box of width 117.45 and height 44.34.
 At frame 64, person 1 is located at coordinates [904.18, 654.52] with a bounding box of width 117.45 and height 44.34.
 At frame 64, person 24 is located at coordinates [904.18, 654.52] with a bounding box of width 117.45 and height 44.34.
 At frame 65, car 2 is located at coordinates [904.36, 654.35] with a bounding box of width 117.85 and height 44.43.
 At frame 65, person 1 is located at coordinates [904.36, 654.35] with a bounding box of width 117.85 and height 44.43.
 At frame 65, person 24 is located at coordinates [904.36, 654.35] with a bounding box of width 117.85 and height 44.43.
 At frame 65, truck 3 is located at coordinates [904.36, 654.35] with a bounding box of width 117.85 and height 44.43.
 At frame 65, car 25 is located at coordinates [904.36, 654.35] with a bounding box of width 117.85 and height 44.43.
 At frame 66, car 2 is located at coordinates [905.01, 653.90] with a bounding box of width 117.84 and height 45.07.
 At frame 66, person 1 is located at coordinates [905.01, 653.90] with a bounding box of width 117.84 and height 45.07.
 At frame 66, person 24 is located at coordinates [905.01, 653.90] with a bounding box of width 117.84 and height 45.07.
 At frame 66, car 25 is located at coordinates [905.01, 653.90] with a bounding box of width 117.84 and height 45.07.
 

=====================================================

At frame 67, car 2 is located at coordinates [904.90, 653.80] with a bounding box of width 118.56 and height 45.20.
 At frame 67, person 1 is located at coordinates [904.90, 653.80] with a bounding box of width 118.56 and height 45.20.
 At frame 67, person 24 is located at coordinates [904.90, 653.80] with a bounding box of width 118.56 and height 45.20.
 At frame 68, car 2 is located at coordinates [905.82, 653.52] with a bounding box of width 118.85 and height 45.66.
 At frame 68, person 1 is located at coordinates [905.82, 653.52] with a bounding box of width 118.85 and height 45.66.
 At frame 68, person 24 is located at coordinates [905.82, 653.52] with a bounding box of width 118.85 and height 45.66.
 At frame 69, car 2 is located at coordinates [903.53, 654.31] with a bounding box of width 120.90 and height 45.38.
 At frame 69, person 1 is located at coordinates [903.53, 654.31] with a bounding box of width 120.90 and height 45.38.
 At frame 69, truck 3 is located at coordinates [903.53, 654.31] with a bounding box of width 120.90 and height 45.38.
 At frame 69, person 24 is located at coordinates [903.53, 654.31] with a bounding box of width 120.90 and height 45.38.
 At frame 69, car 25 is located at coordinates [903.53, 654.31] with a bounding box of width 120.90 and height 45.38.
 At frame 70, car 2 is located at coordinates [902.29, 656.86] with a bounding box of width 121.46 and height 44.24.
 At frame 70, person 1 is located at coordinates [902.29, 656.86] with a bounding box of width 121.46 and height 44.24.
 At frame 70, person 24 is located at coordinates [902.29, 656.86] with a bounding box of width 121.46 and height 44.24.
 At frame 70, truck 3 is located at coordinates [902.29, 656.86] with a bounding box of width 121.46 and height 44.24.
 At frame 71, car 2 is located at coordinates [902.93, 656.96] with a bounding box of width 120.74 and height 44.59.
 At frame 71, person 1 is located at coordinates [902.93, 656.96] with a bounding box of width 120.74 and height 44.59.
 At frame 71, truck 3 is located at coordinates [902.93, 656.96] with a bounding box of width 120.74 and height 44.59.
 At frame 71, person 24 is located at coordinates [902.93, 656.96] with a bounding box of width 120.74 and height 44.59.
 At frame 72, car 2 is located at coordinates [903.31, 656.52] with a bounding box of width 120.79 and height 45.09.
 At frame 72, person 1 is located at coordinates [903.31, 656.52] with a bounding box of width 120.79 and height 45.09.
 At frame 72, truck 3 is located at coordinates [903.31, 656.52] with a bounding box of width 120.79 and height 45.09.
 At frame 72, person 24 is located at coordinates [903.31, 656.52] with a bounding box of width 120.79 and height 45.09.
 At frame 72, car 25 is located at coordinates [903.31, 656.52] with a bounding box of width 120.79 and height 45.09.
 At frame 73, car 2 is located at coordinates [903.55, 656.78] with a bounding box of width 120.37 and height 44.72.
 At frame 73, person 1 is located at coordinates [903.55, 656.78] with a bounding box of width 120.37 and height 44.72.
 At frame 73, truck 3 is located at coordinates [903.55, 656.78] with a bounding box of width 120.37 and height 44.72.
 At frame 73, car 25 is located at coordinates [903.55, 656.78] with a bounding box of width 120.37 and height 44.72.
 At frame 73, person 24 is located at coordinates [903.55, 656.78] with a bounding box of width 120.37 and height 44.72.
 At frame 74, car 2 is located at coordinates [903.27, 655.79] with a bounding box of width 120.88 and height 45.80.
 At frame 74, person 1 is located at coordinates [903.27, 655.79] with a bounding box of width 120.88 and height 45.80.
 At frame 74, truck 3 is located at coordinates [903.27, 655.79] with a bounding box of width 120.88 and height 45.80.
 At frame 74, person 24 is located at coordinates [903.27, 655.79] with a bounding box of width 120.88 and height 45.80.
 At frame 74, car 25 is located at coordinates [903.27, 655.79] with a bounding box of width 120.88 and height 45.80.
 At frame 75, car 2 is located at coordinates [902.68, 654.70] with a bounding box of width 121.61 and height 47.06.
 At frame 75, person 1 is located at coordinates [902.68, 654.70] with a bounding box of width 121.61 and height 47.06.
 At frame 75, person 24 is located at coordinates [902.68, 654.70] with a bounding box of width 121.61 and height 47.06.
 At frame 75, truck 3 is located at coordinates [902.68, 654.70] with a bounding box of width 121.61 and height 47.06.
 At frame 75, car 25 is located at coordinates [902.68, 654.70] with a bounding box of width 121.61 and height 47.06.
 At frame 76, car 2 is located at coordinates [901.85, 654.68] with a bounding box of width 123.08 and height 46.95.
 At frame 76, person 1 is located at coordinates [901.85, 654.68] with a bounding box of width 123.08 and height 46.95.
 At frame 76, truck 3 is located at coordinates [901.85, 654.68] with a bounding box of width 123.08 and height 46.95.
 At frame 76, person 24 is located at coordinates [901.85, 654.68] with a bounding box of width 123.08 and height 46.95.
 At frame 76, car 25 is located at coordinates [901.85, 654.68] with a bounding box of width 123.08 and height 46.95.
 At frame 77, car 2 is located at coordinates [901.67, 654.71] with a bounding box of width 125.85 and height 46.91.
 At frame 77, person 1 is located at coordinates [901.67, 654.71] with a bounding box of width 125.85 and height 46.91.
 At frame 77, person 24 is located at coordinates [901.67, 654.71] with a bounding box of width 125.85 and height 46.91.
 At frame 77, truck 3 is located at coordinates [901.67, 654.71] with a bounding box of width 125.85 and height 46.91.
 At frame 78, car 2 is located at coordinates [901.76, 654.31] with a bounding box of width 126.31 and height 46.95.
 At frame 78, person 1 is located at coordinates [901.76, 654.31] with a bounding box of width 126.31 and height 46.95.
 

=====================================================

At frame 78, person 24 is located at coordinates [901.76, 654.31] with a bounding box of width 126.31 and height 46.95.
 At frame 79, car 2 is located at coordinates [901.87, 653.85] with a bounding box of width 125.92 and height 47.29.
 At frame 79, person 1 is located at coordinates [901.87, 653.85] with a bounding box of width 125.92 and height 47.29.
 At frame 79, person 24 is located at coordinates [901.87, 653.85] with a bounding box of width 125.92 and height 47.29.
 At frame 80, car 2 is located at coordinates [902.33, 653.91] with a bounding box of width 125.72 and height 47.24.
 At frame 80, person 1 is located at coordinates [902.33, 653.91] with a bounding box of width 125.72 and height 47.24.
 At frame 80, person 24 is located at coordinates [902.33, 653.91] with a bounding box of width 125.72 and height 47.24.
 At frame 80, car 25 is located at coordinates [902.33, 653.91] with a bounding box of width 125.72 and height 47.24.
 At frame 81, car 2 is located at coordinates [902.58, 653.88] with a bounding box of width 125.24 and height 47.13.
 At frame 81, person 1 is located at coordinates [902.58, 653.88] with a bounding box of width 125.24 and height 47.13.
 At frame 81, person 24 is located at coordinates [902.58, 653.88] with a bounding box of width 125.24 and height 47.13.
 At frame 81, truck 3 is located at coordinates [902.58, 653.88] with a bounding box of width 125.24 and height 47.13.
 At frame 81, car 25 is located at coordinates [902.58, 653.88] with a bounding box of width 125.24 and height 47.13.
 At frame 82, car 2 is located at coordinates [902.67, 653.95] with a bounding box of width 125.33 and height 47.22.
 At frame 82, person 1 is located at coordinates [902.67, 653.95] with a bounding box of width 125.33 and height 47.22.
 At frame 82, person 24 is located at coordinates [902.67, 653.95] with a bounding box of width 125.33 and height 47.22.
 At frame 82, truck 3 is located at coordinates [902.67, 653.95] with a bounding box of width 125.33 and height 47.22.
 At frame 83, car 2 is located at coordinates [902.26, 654.01] with a bounding box of width 125.89 and height 47.49.
 At frame 83, person 1 is located at coordinates [902.26, 654.01] with a bounding box of width 125.89 and height 47.49.
 At frame 83, person 24 is located at coordinates [902.26, 654.01] with a bounding box of width 125.89 and height 47.49.
 At frame 84, person 1 is located at coordinates [200.00, 624.68] with a bounding box of width 54.16 and height 180.11.
 At frame 85, car 2 is located at coordinates [903.31, 653.52] with a bounding box of width 124.42 and height 48.81.
 At frame 85, person 24 is located at coordinates [903.31, 653.52] with a bounding box of width 124.42 and height 48.81.
 At frame 86, car 2 is located at coordinates [903.22, 653.65] with a bounding box of width 124.64 and height 48.68.
 At frame 86, person 1 is located at coordinates [903.22, 653.65] with a bounding box of width 124.64 and height 48.68.
 At frame 86, car 26 is located at coordinates [903.22, 653.65] with a bounding box of width 124.64 and height 48.68.
 At frame 86, truck 3 is located at coordinates [903.22, 653.65] with a bounding box of width 124.64 and height 48.68.
 At frame 86, person 24 is located at coordinates [903.22, 653.65] with a bounding box of width 124.64 and height 48.68.
 At frame 87, car 2 is located at coordinates [903.27, 653.86] with a bounding box of width 124.70 and height 48.67.
 At frame 87, person 1 is located at coordinates [903.27, 653.86] with a bounding box of width 124.70 and height 48.67.
 At frame 87, car 26 is located at coordinates [903.27, 653.86] with a bounding box of width 124.70 and height 48.67.
 At frame 87, truck 3 is located at coordinates [903.27, 653.86] with a bounding box of width 124.70 and height 48.67.
