At frame 0, car 1 is located at coordinates [642.30, 367.61] with a bounding box of width 449.78 and height 264.98.
 At frame 7, car 3 is located at coordinates [642.32, 367.38] with a bounding box of width 449.79 and height 263.52.
 At frame 7, car 4 is located at coordinates [642.32, 367.38] with a bounding box of width 449.79 and height 263.52.
 At frame 7, car 5 is located at coordinates [642.32, 367.38] with a bounding box of width 449.79 and height 263.52.
 At frame 7, car 8 is located at coordinates [642.32, 367.38] with a bounding box of width 449.79 and height 263.52.
 At frame 7, car 7 is located at coordinates [642.32, 367.38] with a bounding box of width 449.79 and height 263.52.
 At frame 7, car 6 is located at coordinates [642.32, 367.38] with a bounding box of width 449.79 and height 263.52.
 At frame 8, car 1 is located at coordinates [642.20, 367.35] with a bounding box of width 449.86 and height 264.02.
 At frame 8, car 2 is located at coordinates [642.20, 367.35] with a bounding box of width 449.86 and height 264.02.
 At frame 8, car 3 is located at coordinates [642.20, 367.35] with a bounding box of width 449.86 and height 264.02.
 At frame 8, car 4 is located at coordinates [642.20, 367.35] with a bounding box of width 449.86 and height 264.02.
 At frame 8, car 5 is located at coordinates [642.20, 367.35] with a bounding box of width 449.86 and height 264.02.
 At frame 8, car 7 is located at coordinates [642.20, 367.35] with a bounding box of width 449.86 and height 264.02.
 At frame 8, car 6 is located at coordinates [642.20, 367.35] with a bounding box of width 449.86 and height 264.02.
 At frame 8, car 8 is located at coordinates [642.20, 367.35] with a bounding box of width 449.86 and height 264.02.
 At frame 9, car 1 is located at coordinates [642.17, 367.45] with a bounding box of width 449.76 and height 264.00.
 At frame 9, car 2 is located at coordinates [642.17, 367.45] with a bounding box of width 449.76 and height 264.00.
 At frame 9, car 3 is located at coordinates [642.17, 367.45] with a bounding box of width 449.76 and height 264.00.
 At frame 9, car 4 is located at coordinates [642.17, 367.45] with a bounding box of width 449.76 and height 264.00.
 At frame 9, car 5 is located at coordinates [642.17, 367.45] with a bounding box of width 449.76 and height 264.00.
 At frame 9, car 8 is located at coordinates [642.17, 367.45] with a bounding box of width 449.76 and height 264.00.
 At frame 9, car 7 is located at coordinates [642.17, 367.45] with a bounding box of width 449.76 and height 264.00.
 At frame 9, car 6 is located at coordinates [642.17, 367.45] with a bounding box of width 449.76 and height 264.00.
 At frame 10, car 1 is located at coordinates [642.36, 367.48] with a bounding box of width 449.72 and height 264.56.
 At frame 10, car 2 is located at coordinates [642.36, 367.48] with a bounding box of width 449.72 and height 264.56.
 At frame 10, car 3 is located at coordinates [642.36, 367.48] with a bounding box of width 449.72 and height 264.56.
 At frame 10, car 4 is located at coordinates [642.36, 367.48] with a bounding box of width 449.72 and height 264.56.
 At frame 10, car 5 is located at coordinates [642.36, 367.48] with a bounding box of width 449.72 and height 264.56.
 At frame 10, car 8 is located at coordinates [642.36, 367.48] with a bounding box of width 449.72 and height 264.56.
 At frame 10, car 7 is located at coordinates [642.36, 367.48] with a bounding box of width 449.72 and height 264.56.
 At frame 10, car 6 is located at coordinates [642.36, 367.48] with a bounding box of width 449.72 and height 264.56.
 At frame 11, car 1 is located at coordinates [641.36, 367.42] with a bounding box of width 450.44 and height 264.73.
 At frame 11, car 2 is located at coordinates [641.36, 367.42] with a bounding box of width 450.44 and height 264.73.
 At frame 11, car 3 is located at coordinates [641.36, 367.42] with a bounding box of width 450.44 and height 264.73.
 At frame 11, car 4 is located at coordinates [641.36, 367.42] with a bounding box of width 450.44 and height 264.73.
 At frame 11, car 5 is located at coordinates [641.36, 367.42] with a bounding box of width 450.44 and height 264.73.
 At frame 11, car 8 is located at coordinates [641.36, 367.42] with a bounding box of width 450.44 and height 264.73.
 At frame 11, car 6 is located at coordinates [641.36, 367.42] with a bounding box of width 450.44 and height 264.73.
 At frame 12, car 1 is located at coordinates [641.01, 367.98] with a bounding box of width 450.70 and height 262.70.
 At frame 12, car 2 is located at coordinates [641.01, 367.98] with a bounding box of width 450.70 and height 262.70.
 At frame 12, car 3 is located at coordinates [641.01, 367.98] with a bounding box of width 450.70 and height 262.70.
 At frame 12, car 4 is located at coordinates [641.01, 367.98] with a bounding box of width 450.70 and height 262.70.
 At frame 12, car 5 is located at coordinates [641.01, 367.98] with a bounding box of width 450.70 and height 262.70.
 At frame 12, car 8 is located at coordinates [641.01, 367.98] with a bounding box of width 450.70 and height 262.70.
 At frame 12, car 6 is located at coordinates [641.01, 367.98] with a bounding box of width 450.70 and height 262.70.
 At frame 13, car 1 is located at coordinates [642.04, 367.67] with a bounding box of width 449.66 and height 265.97.
 At frame 13, car 2 is located at coordinates [642.04, 367.67] with a bounding box of width 449.66 and height 265.97.
 At frame 13, car 3 is located at coordinates [642.04, 367.67] with a bounding box of width 449.66 and height 265.97.
 At frame 13, car 4 is located at coordinates [642.04, 367.67] with a bounding box of width 449.66 and height 265.97.
 

=====================================================

At frame 13, car 5 is located at coordinates [642.04, 367.67] with a bounding box of width 449.66 and height 265.97.
 At frame 13, car 8 is located at coordinates [642.04, 367.67] with a bounding box of width 449.66 and height 265.97.
 At frame 13, car 6 is located at coordinates [642.04, 367.67] with a bounding box of width 449.66 and height 265.97.
 At frame 14, car 1 is located at coordinates [641.84, 367.50] with a bounding box of width 449.75 and height 265.09.
 At frame 14, car 2 is located at coordinates [641.84, 367.50] with a bounding box of width 449.75 and height 265.09.
 At frame 14, car 3 is located at coordinates [641.84, 367.50] with a bounding box of width 449.75 and height 265.09.
 At frame 14, car 4 is located at coordinates [641.84, 367.50] with a bounding box of width 449.75 and height 265.09.
 At frame 14, car 5 is located at coordinates [641.84, 367.50] with a bounding box of width 449.75 and height 265.09.
 At frame 14, car 8 is located at coordinates [641.84, 367.50] with a bounding box of width 449.75 and height 265.09.
 At frame 14, car 6 is located at coordinates [641.84, 367.50] with a bounding box of width 449.75 and height 265.09.
 At frame 15, car 1 is located at coordinates [642.13, 367.61] with a bounding box of width 449.19 and height 265.32.
 At frame 15, car 2 is located at coordinates [642.13, 367.61] with a bounding box of width 449.19 and height 265.32.
 At frame 15, car 3 is located at coordinates [642.13, 367.61] with a bounding box of width 449.19 and height 265.32.
 At frame 15, car 4 is located at coordinates [642.13, 367.61] with a bounding box of width 449.19 and height 265.32.
 At frame 15, car 5 is located at coordinates [642.13, 367.61] with a bounding box of width 449.19 and height 265.32.
 At frame 15, car 8 is located at coordinates [642.13, 367.61] with a bounding box of width 449.19 and height 265.32.
 At frame 15, car 6 is located at coordinates [642.13, 367.61] with a bounding box of width 449.19 and height 265.32.
 At frame 16, car 1 is located at coordinates [640.93, 368.00] with a bounding box of width 450.89 and height 263.34.
 At frame 16, car 2 is located at coordinates [640.93, 368.00] with a bounding box of width 450.89 and height 263.34.
 At frame 16, car 3 is located at coordinates [640.93, 368.00] with a bounding box of width 450.89 and height 263.34.
 At frame 16, car 4 is located at coordinates [640.93, 368.00] with a bounding box of width 450.89 and height 263.34.
 At frame 16, car 5 is located at coordinates [640.93, 368.00] with a bounding box of width 450.89 and height 263.34.
 At frame 16, car 8 is located at coordinates [640.93, 368.00] with a bounding box of width 450.89 and height 263.34.
 At frame 16, car 6 is located at coordinates [640.93, 368.00] with a bounding box of width 450.89 and height 263.34.
 At frame 17, car 1 is located at coordinates [641.07, 367.97] with a bounding box of width 450.46 and height 263.71.
 At frame 17, car 2 is located at coordinates [641.07, 367.97] with a bounding box of width 450.46 and height 263.71.
 At frame 17, car 3 is located at coordinates [641.07, 367.97] with a bounding box of width 450.46 and height 263.71.
 At frame 17, car 4 is located at coordinates [641.07, 367.97] with a bounding box of width 450.46 and height 263.71.
 At frame 17, car 5 is located at coordinates [641.07, 367.97] with a bounding box of width 450.46 and height 263.71.
 At frame 17, car 8 is located at coordinates [641.07, 367.97] with a bounding box of width 450.46 and height 263.71.
 At frame 17, car 6 is located at coordinates [641.07, 367.97] with a bounding box of width 450.46 and height 263.71.
 At frame 18, car 1 is located at coordinates [640.82, 368.07] with a bounding box of width 451.09 and height 263.41.
 At frame 18, car 2 is located at coordinates [640.82, 368.07] with a bounding box of width 451.09 and height 263.41.
 At frame 18, car 3 is located at coordinates [640.82, 368.07] with a bounding box of width 451.09 and height 263.41.
 At frame 18, car 4 is located at coordinates [640.82, 368.07] with a bounding box of width 451.09 and height 263.41.
 At frame 18, car 5 is located at coordinates [640.82, 368.07] with a bounding box of width 451.09 and height 263.41.
 At frame 18, car 8 is located at coordinates [640.82, 368.07] with a bounding box of width 451.09 and height 263.41.
 At frame 18, car 6 is located at coordinates [640.82, 368.07] with a bounding box of width 451.09 and height 263.41.
 At frame 19, car 1 is located at coordinates [640.90, 368.07] with a bounding box of width 450.71 and height 264.01.
 At frame 19, car 2 is located at coordinates [640.90, 368.07] with a bounding box of width 450.71 and height 264.01.
 At frame 19, car 3 is located at coordinates [640.90, 368.07] with a bounding box of width 450.71 and height 264.01.
 At frame 19, car 4 is located at coordinates [640.90, 368.07] with a bounding box of width 450.71 and height 264.01.
 At frame 19, car 5 is located at coordinates [640.90, 368.07] with a bounding box of width 450.71 and height 264.01.
 At frame 19, car 8 is located at coordinates [640.90, 368.07] with a bounding box of width 450.71 and height 264.01.
 At frame 19, car 6 is located at coordinates [640.90, 368.07] with a bounding box of width 450.71 and height 264.01.
 At frame 20, car 1 is located at coordinates [641.57, 367.52] with a bounding box of width 449.69 and height 263.57.
 At frame 20, car 2 is located at coordinates [641.57, 367.52] with a bounding box of width 449.69 and height 263.57.
 At frame 20, car 3 is located at coordinates [641.57, 367.52] with a bounding box of width 449.69 and height 263.57.
 At frame 20, car 4 is located at coordinates [641.57, 367.52] with a bounding box of width 449.69 and height 263.57.
 At frame 20, car 5 is located at coordinates [641.57, 367.52] with a bounding box of width 449.69 and height 263.57.
 

=====================================================

At frame 20, car 8 is located at coordinates [641.57, 367.52] with a bounding box of width 449.69 and height 263.57.
 At frame 20, car 6 is located at coordinates [641.57, 367.52] with a bounding box of width 449.69 and height 263.57.
 At frame 21, car 1 is located at coordinates [642.14, 367.51] with a bounding box of width 449.81 and height 266.79.
 At frame 21, car 2 is located at coordinates [642.14, 367.51] with a bounding box of width 449.81 and height 266.79.
 At frame 21, car 3 is located at coordinates [642.14, 367.51] with a bounding box of width 449.81 and height 266.79.
 At frame 21, car 4 is located at coordinates [642.14, 367.51] with a bounding box of width 449.81 and height 266.79.
 At frame 21, car 5 is located at coordinates [642.14, 367.51] with a bounding box of width 449.81 and height 266.79.
 At frame 21, car 8 is located at coordinates [642.14, 367.51] with a bounding box of width 449.81 and height 266.79.
 At frame 21, car 6 is located at coordinates [642.14, 367.51] with a bounding box of width 449.81 and height 266.79.
 At frame 22, car 1 is located at coordinates [642.36, 367.46] with a bounding box of width 449.02 and height 267.71.
 At frame 22, car 2 is located at coordinates [642.36, 367.46] with a bounding box of width 449.02 and height 267.71.
 At frame 22, car 3 is located at coordinates [642.36, 367.46] with a bounding box of width 449.02 and height 267.71.
 At frame 22, car 4 is located at coordinates [642.36, 367.46] with a bounding box of width 449.02 and height 267.71.
 At frame 22, car 5 is located at coordinates [642.36, 367.46] with a bounding box of width 449.02 and height 267.71.
 At frame 22, car 8 is located at coordinates [642.36, 367.46] with a bounding box of width 449.02 and height 267.71.
 At frame 22, car 6 is located at coordinates [642.36, 367.46] with a bounding box of width 449.02 and height 267.71.
 At frame 23, car 1 is located at coordinates [641.15, 368.53] with a bounding box of width 451.16 and height 267.87.
 At frame 23, car 2 is located at coordinates [641.15, 368.53] with a bounding box of width 451.16 and height 267.87.
 At frame 23, car 3 is located at coordinates [641.15, 368.53] with a bounding box of width 451.16 and height 267.87.
 At frame 23, car 4 is located at coordinates [641.15, 368.53] with a bounding box of width 451.16 and height 267.87.
 At frame 23, car 5 is located at coordinates [641.15, 368.53] with a bounding box of width 451.16 and height 267.87.
 At frame 23, car 8 is located at coordinates [641.15, 368.53] with a bounding box of width 451.16 and height 267.87.
 At frame 23, car 6 is located at coordinates [641.15, 368.53] with a bounding box of width 451.16 and height 267.87.
 At frame 24, car 1 is located at coordinates [642.09, 367.52] with a bounding box of width 449.71 and height 266.94.
 At frame 24, car 3 is located at coordinates [642.09, 367.52] with a bounding box of width 449.71 and height 266.94.
 At frame 24, car 2 is located at coordinates [642.09, 367.52] with a bounding box of width 449.71 and height 266.94.
 At frame 24, car 4 is located at coordinates [642.09, 367.52] with a bounding box of width 449.71 and height 266.94.
 At frame 24, car 5 is located at coordinates [642.09, 367.52] with a bounding box of width 449.71 and height 266.94.
 At frame 24, car 8 is located at coordinates [642.09, 367.52] with a bounding box of width 449.71 and height 266.94.
 At frame 24, car 6 is located at coordinates [642.09, 367.52] with a bounding box of width 449.71 and height 266.94.
 At frame 25, car 1 is located at coordinates [642.04, 367.56] with a bounding box of width 449.93 and height 267.92.
 At frame 25, car 3 is located at coordinates [642.04, 367.56] with a bounding box of width 449.93 and height 267.92.
 At frame 25, car 2 is located at coordinates [642.04, 367.56] with a bounding box of width 449.93 and height 267.92.
 At frame 25, car 4 is located at coordinates [642.04, 367.56] with a bounding box of width 449.93 and height 267.92.
 At frame 25, car 5 is located at coordinates [642.04, 367.56] with a bounding box of width 449.93 and height 267.92.
 At frame 25, car 8 is located at coordinates [642.04, 367.56] with a bounding box of width 449.93 and height 267.92.
 At frame 25, car 6 is located at coordinates [642.04, 367.56] with a bounding box of width 449.93 and height 267.92.
 At frame 26, car 1 is located at coordinates [641.58, 367.56] with a bounding box of width 450.17 and height 268.07.
 At frame 26, car 2 is located at coordinates [641.58, 367.56] with a bounding box of width 450.17 and height 268.07.
 At frame 26, car 3 is located at coordinates [641.58, 367.56] with a bounding box of width 450.17 and height 268.07.
 At frame 26, car 4 is located at coordinates [641.58, 367.56] with a bounding box of width 450.17 and height 268.07.
 At frame 26, car 5 is located at coordinates [641.58, 367.56] with a bounding box of width 450.17 and height 268.07.
 At frame 26, car 8 is located at coordinates [641.58, 367.56] with a bounding box of width 450.17 and height 268.07.
 At frame 26, car 6 is located at coordinates [641.58, 367.56] with a bounding box of width 450.17 and height 268.07.
 At frame 27, car 1 is located at coordinates [642.21, 367.52] with a bounding box of width 449.65 and height 268.55.
 At frame 27, car 2 is located at coordinates [642.21, 367.52] with a bounding box of width 449.65 and height 268.55.
 At frame 27, car 3 is located at coordinates [642.21, 367.52] with a bounding box of width 449.65 and height 268.55.
 At frame 27, car 4 is located at coordinates [642.21, 367.52] with a bounding box of width 449.65 and height 268.55.
 At frame 27, car 5 is located at coordinates [642.21, 367.52] with a bounding box of width 449.65 and height 268.55.
 At frame 27, car 8 is located at coordinates [642.21, 367.52] with a bounding box of width 449.65 and height 268.55.
 

=====================================================

At frame 27, car 6 is located at coordinates [642.21, 367.52] with a bounding box of width 449.65 and height 268.55.
 At frame 28, car 2 is located at coordinates [180.99, 348.05] with a bounding box of width 379.89 and height 293.71.
 At frame 28, car 1 is located at coordinates [180.99, 348.05] with a bounding box of width 379.89 and height 293.71.
 At frame 28, car 3 is located at coordinates [180.99, 348.05] with a bounding box of width 379.89 and height 293.71.
 At frame 28, car 4 is located at coordinates [180.99, 348.05] with a bounding box of width 379.89 and height 293.71.
 At frame 28, car 5 is located at coordinates [180.99, 348.05] with a bounding box of width 379.89 and height 293.71.
 At frame 28, car 8 is located at coordinates [180.99, 348.05] with a bounding box of width 379.89 and height 293.71.
 At frame 28, car 6 is located at coordinates [180.99, 348.05] with a bounding box of width 379.89 and height 293.71.
 At frame 29, car 2 is located at coordinates [180.55, 348.24] with a bounding box of width 380.18 and height 294.07.
 At frame 29, car 1 is located at coordinates [180.55, 348.24] with a bounding box of width 380.18 and height 294.07.
 At frame 29, car 3 is located at coordinates [180.55, 348.24] with a bounding box of width 380.18 and height 294.07.
 At frame 29, car 4 is located at coordinates [180.55, 348.24] with a bounding box of width 380.18 and height 294.07.
 At frame 29, car 5 is located at coordinates [180.55, 348.24] with a bounding box of width 380.18 and height 294.07.
 At frame 29, car 8 is located at coordinates [180.55, 348.24] with a bounding box of width 380.18 and height 294.07.
 At frame 29, car 6 is located at coordinates [180.55, 348.24] with a bounding box of width 380.18 and height 294.07.
 At frame 30, car 2 is located at coordinates [180.97, 348.21] with a bounding box of width 379.69 and height 292.18.
 At frame 30, car 1 is located at coordinates [180.97, 348.21] with a bounding box of width 379.69 and height 292.18.
 At frame 30, car 3 is located at coordinates [180.97, 348.21] with a bounding box of width 379.69 and height 292.18.
 At frame 30, car 4 is located at coordinates [180.97, 348.21] with a bounding box of width 379.69 and height 292.18.
 At frame 30, car 5 is located at coordinates [180.97, 348.21] with a bounding box of width 379.69 and height 292.18.
 At frame 30, car 8 is located at coordinates [180.97, 348.21] with a bounding box of width 379.69 and height 292.18.
 At frame 30, car 6 is located at coordinates [180.97, 348.21] with a bounding box of width 379.69 and height 292.18.
 At frame 31, car 1 is located at coordinates [641.89, 368.00] with a bounding box of width 449.93 and height 266.21.
 At frame 31, car 2 is located at coordinates [641.89, 368.00] with a bounding box of width 449.93 and height 266.21.
 At frame 31, car 3 is located at coordinates [641.89, 368.00] with a bounding box of width 449.93 and height 266.21.
 At frame 31, car 4 is located at coordinates [641.89, 368.00] with a bounding box of width 449.93 and height 266.21.
 At frame 31, car 5 is located at coordinates [641.89, 368.00] with a bounding box of width 449.93 and height 266.21.
 At frame 31, car 8 is located at coordinates [641.89, 368.00] with a bounding box of width 449.93 and height 266.21.
 At frame 31, car 6 is located at coordinates [641.89, 368.00] with a bounding box of width 449.93 and height 266.21.
 At frame 32, car 1 is located at coordinates [641.94, 367.97] with a bounding box of width 449.98 and height 267.44.
 At frame 32, car 2 is located at coordinates [641.94, 367.97] with a bounding box of width 449.98 and height 267.44.
 At frame 32, car 3 is located at coordinates [641.94, 367.97] with a bounding box of width 449.98 and height 267.44.
 At frame 32, car 4 is located at coordinates [641.94, 367.97] with a bounding box of width 449.98 and height 267.44.
 At frame 32, car 5 is located at coordinates [641.94, 367.97] with a bounding box of width 449.98 and height 267.44.
 At frame 32, car 8 is located at coordinates [641.94, 367.97] with a bounding box of width 449.98 and height 267.44.
 At frame 32, car 6 is located at coordinates [641.94, 367.97] with a bounding box of width 449.98 and height 267.44.
 At frame 33, car 2 is located at coordinates [180.74, 348.37] with a bounding box of width 379.99 and height 292.44.
 At frame 33, car 1 is located at coordinates [180.74, 348.37] with a bounding box of width 379.99 and height 292.44.
 At frame 33, car 3 is located at coordinates [180.74, 348.37] with a bounding box of width 379.99 and height 292.44.
 At frame 33, car 4 is located at coordinates [180.74, 348.37] with a bounding box of width 379.99 and height 292.44.
 At frame 33, car 5 is located at coordinates [180.74, 348.37] with a bounding box of width 379.99 and height 292.44.
 At frame 33, car 8 is located at coordinates [180.74, 348.37] with a bounding box of width 379.99 and height 292.44.
 At frame 33, car 6 is located at coordinates [180.74, 348.37] with a bounding box of width 379.99 and height 292.44.
 At frame 34, car 1 is located at coordinates [641.92, 367.97] with a bounding box of width 449.35 and height 267.02.
 At frame 34, car 2 is located at coordinates [641.92, 367.97] with a bounding box of width 449.35 and height 267.02.
 At frame 34, car 3 is located at coordinates [641.92, 367.97] with a bounding box of width 449.35 and height 267.02.
 At frame 34, car 4 is located at coordinates [641.92, 367.97] with a bounding box of width 449.35 and height 267.02.
 At frame 34, car 5 is located at coordinates [641.92, 367.97] with a bounding box of width 449.35 and height 267.02.
 At frame 34, car 8 is located at coordinates [641.92, 367.97] with a bounding box of width 449.35 and height 267.02.
 At frame 34, car 6 is located at coordinates [641.92, 367.97] with a bounding box of width 449.35 and height 267.02.
 

=====================================================

At frame 35, car 1 is located at coordinates [642.04, 368.02] with a bounding box of width 449.69 and height 267.36.
 At frame 35, car 2 is located at coordinates [642.04, 368.02] with a bounding box of width 449.69 and height 267.36.
 At frame 35, car 3 is located at coordinates [642.04, 368.02] with a bounding box of width 449.69 and height 267.36.
 At frame 35, car 4 is located at coordinates [642.04, 368.02] with a bounding box of width 449.69 and height 267.36.
 At frame 35, car 5 is located at coordinates [642.04, 368.02] with a bounding box of width 449.69 and height 267.36.
 At frame 35, car 8 is located at coordinates [642.04, 368.02] with a bounding box of width 449.69 and height 267.36.
 At frame 35, car 6 is located at coordinates [642.04, 368.02] with a bounding box of width 449.69 and height 267.36.
 At frame 36, car 1 is located at coordinates [642.35, 367.84] with a bounding box of width 449.07 and height 267.46.
 At frame 36, car 2 is located at coordinates [642.35, 367.84] with a bounding box of width 449.07 and height 267.46.
 At frame 36, car 3 is located at coordinates [642.35, 367.84] with a bounding box of width 449.07 and height 267.46.
 At frame 36, car 4 is located at coordinates [642.35, 367.84] with a bounding box of width 449.07 and height 267.46.
 At frame 36, car 5 is located at coordinates [642.35, 367.84] with a bounding box of width 449.07 and height 267.46.
 At frame 36, car 8 is located at coordinates [642.35, 367.84] with a bounding box of width 449.07 and height 267.46.
 At frame 36, car 6 is located at coordinates [642.35, 367.84] with a bounding box of width 449.07 and height 267.46.
 At frame 37, car 1 is located at coordinates [641.92, 367.89] with a bounding box of width 449.84 and height 266.52.
 At frame 37, car 2 is located at coordinates [641.92, 367.89] with a bounding box of width 449.84 and height 266.52.
 At frame 37, car 3 is located at coordinates [641.92, 367.89] with a bounding box of width 449.84 and height 266.52.
 At frame 37, car 4 is located at coordinates [641.92, 367.89] with a bounding box of width 449.84 and height 266.52.
 At frame 37, car 5 is located at coordinates [641.92, 367.89] with a bounding box of width 449.84 and height 266.52.
 At frame 37, car 8 is located at coordinates [641.92, 367.89] with a bounding box of width 449.84 and height 266.52.
 At frame 37, car 6 is located at coordinates [641.92, 367.89] with a bounding box of width 449.84 and height 266.52.
 At frame 38, car 1 is located at coordinates [642.00, 367.95] with a bounding box of width 449.63 and height 265.07.
 At frame 38, car 2 is located at coordinates [642.00, 367.95] with a bounding box of width 449.63 and height 265.07.
 At frame 38, car 3 is located at coordinates [642.00, 367.95] with a bounding box of width 449.63 and height 265.07.
 At frame 38, car 4 is located at coordinates [642.00, 367.95] with a bounding box of width 449.63 and height 265.07.
 At frame 38, car 5 is located at coordinates [642.00, 367.95] with a bounding box of width 449.63 and height 265.07.
 At frame 38, car 8 is located at coordinates [642.00, 367.95] with a bounding box of width 449.63 and height 265.07.
 At frame 38, car 6 is located at coordinates [642.00, 367.95] with a bounding box of width 449.63 and height 265.07.
 At frame 39, car 1 is located at coordinates [642.18, 367.90] with a bounding box of width 449.26 and height 266.55.
 At frame 39, car 2 is located at coordinates [642.18, 367.90] with a bounding box of width 449.26 and height 266.55.
 At frame 39, car 3 is located at coordinates [642.18, 367.90] with a bounding box of width 449.26 and height 266.55.
 At frame 39, car 4 is located at coordinates [642.18, 367.90] with a bounding box of width 449.26 and height 266.55.
 At frame 39, car 5 is located at coordinates [642.18, 367.90] with a bounding box of width 449.26 and height 266.55.
