At frame 0, car 1 is located at coordinates [520.67, 243.14] with a bounding box of width 145.27 and height 136.95.
 At frame 5, car 1 is located at coordinates [1.52, 91.50] with a bounding box of width 246.44 and height 419.31.
 At frame 5, car 5 is located at coordinates [1.52, 91.50] with a bounding box of width 246.44 and height 419.31.
 At frame 5, bus 8 is located at coordinates [1.52, 91.50] with a bounding box of width 246.44 and height 419.31.
 At frame 5, car 2 is located at coordinates [1.52, 91.50] with a bounding box of width 246.44 and height 419.31.
 At frame 5, truck 4 is located at coordinates [1.52, 91.50] with a bounding box of width 246.44 and height 419.31.
 At frame 5, car 7 is located at coordinates [1.52, 91.50] with a bounding box of width 246.44 and height 419.31.
 At frame 5, car 3 is located at coordinates [1.52, 91.50] with a bounding box of width 246.44 and height 419.31.
 At frame 5, person 10 is located at coordinates [1.52, 91.50] with a bounding box of width 246.44 and height 419.31.
 At frame 5, car 11 is located at coordinates [1.52, 91.50] with a bounding box of width 246.44 and height 419.31.
 At frame 5, car 13 is located at coordinates [1.52, 91.50] with a bounding box of width 246.44 and height 419.31.
 At frame 5, car 9 is located at coordinates [1.52, 91.50] with a bounding box of width 246.44 and height 419.31.
 At frame 6, car 1 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 6, truck 6 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 6, car 5 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 6, bus 8 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 6, car 2 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 6, truck 4 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 6, car 7 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 6, car 11 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 6, car 13 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 6, car 14 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 6, car 3 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 6, car 9 is located at coordinates [523.57, 246.47] with a bounding box of width 140.54 and height 129.97.
 At frame 7, truck 6 is located at coordinates [0.91, 83.71] with a bounding box of width 257.60 and height 417.84.
 At frame 7, car 1 is located at coordinates [0.91, 83.71] with a bounding box of width 257.60 and height 417.84.
 At frame 7, car 5 is located at coordinates [0.91, 83.71] with a bounding box of width 257.60 and height 417.84.
 At frame 7, bus 8 is located at coordinates [0.91, 83.71] with a bounding box of width 257.60 and height 417.84.
 At frame 7, car 2 is located at coordinates [0.91, 83.71] with a bounding box of width 257.60 and height 417.84.
 At frame 7, car 7 is located at coordinates [0.91, 83.71] with a bounding box of width 257.60 and height 417.84.
 At frame 7, truck 4 is located at coordinates [0.91, 83.71] with a bounding box of width 257.60 and height 417.84.
 At frame 7, car 11 is located at coordinates [0.91, 83.71] with a bounding box of width 257.60 and height 417.84.
 At frame 7, person 10 is located at coordinates [0.91, 83.71] with a bounding box of width 257.60 and height 417.84.
 At frame 7, car 13 is located at coordinates [0.91, 83.71] with a bounding box of width 257.60 and height 417.84.
 At frame 7, car 14 is located at coordinates [0.91, 83.71] with a bounding box of width 257.60 and height 417.84.
 At frame 8, truck 6 is located at coordinates [0.69, 81.61] with a bounding box of width 263.24 and height 415.10.
 At frame 8, car 1 is located at coordinates [0.69, 81.61] with a bounding box of width 263.24 and height 415.10.
 At frame 8, car 5 is located at coordinates [0.69, 81.61] with a bounding box of width 263.24 and height 415.10.
 At frame 8, bus 8 is located at coordinates [0.69, 81.61] with a bounding box of width 263.24 and height 415.10.
 At frame 8, car 2 is located at coordinates [0.69, 81.61] with a bounding box of width 263.24 and height 415.10.
 At frame 8, truck 4 is located at coordinates [0.69, 81.61] with a bounding box of width 263.24 and height 415.10.
 At frame 8, car 7 is located at coordinates [0.69, 81.61] with a bounding box of width 263.24 and height 415.10.
 At frame 8, person 10 is located at coordinates [0.69, 81.61] with a bounding box of width 263.24 and height 415.10.
 At frame 8, car 11 is located at coordinates [0.69, 81.61] with a bounding box of width 263.24 and height 415.10.
 

=====================================================

At frame 8, car 13 is located at coordinates [0.69, 81.61] with a bounding box of width 263.24 and height 415.10.
 At frame 8, car 14 is located at coordinates [0.69, 81.61] with a bounding box of width 263.24 and height 415.10.
 At frame 9, truck 6 is located at coordinates [0.97, 84.54] with a bounding box of width 269.85 and height 407.38.
 At frame 9, car 1 is located at coordinates [0.97, 84.54] with a bounding box of width 269.85 and height 407.38.
 At frame 9, car 5 is located at coordinates [0.97, 84.54] with a bounding box of width 269.85 and height 407.38.
 At frame 9, bus 8 is located at coordinates [0.97, 84.54] with a bounding box of width 269.85 and height 407.38.
 At frame 9, truck 4 is located at coordinates [0.97, 84.54] with a bounding box of width 269.85 and height 407.38.
 At frame 9, car 7 is located at coordinates [0.97, 84.54] with a bounding box of width 269.85 and height 407.38.
 At frame 9, car 2 is located at coordinates [0.97, 84.54] with a bounding box of width 269.85 and height 407.38.
 At frame 9, person 10 is located at coordinates [0.97, 84.54] with a bounding box of width 269.85 and height 407.38.
 At frame 9, car 11 is located at coordinates [0.97, 84.54] with a bounding box of width 269.85 and height 407.38.
 At frame 9, car 14 is located at coordinates [0.97, 84.54] with a bounding box of width 269.85 and height 407.38.
 At frame 9, car 13 is located at coordinates [0.97, 84.54] with a bounding box of width 269.85 and height 407.38.
 At frame 10, truck 6 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 10, car 1 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 10, car 5 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 10, bus 8 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 10, car 2 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 10, truck 4 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 10, car 7 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 10, car 11 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 10, person 10 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 10, car 13 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 10, car 14 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 10, car 9 is located at coordinates [0.52, 88.95] with a bounding box of width 275.58 and height 398.90.
 At frame 11, truck 6 is located at coordinates [0.57, 88.09] with a bounding box of width 281.20 and height 442.49.
 At frame 11, car 1 is located at coordinates [0.57, 88.09] with a bounding box of width 281.20 and height 442.49.
 At frame 11, car 5 is located at coordinates [0.57, 88.09] with a bounding box of width 281.20 and height 442.49.
 At frame 11, car 2 is located at coordinates [0.57, 88.09] with a bounding box of width 281.20 and height 442.49.
 At frame 11, truck 4 is located at coordinates [0.57, 88.09] with a bounding box of width 281.20 and height 442.49.
 At frame 11, car 7 is located at coordinates [0.57, 88.09] with a bounding box of width 281.20 and height 442.49.
 At frame 11, bus 8 is located at coordinates [0.57, 88.09] with a bounding box of width 281.20 and height 442.49.
 At frame 11, car 11 is located at coordinates [0.57, 88.09] with a bounding box of width 281.20 and height 442.49.
 At frame 11, car 13 is located at coordinates [0.57, 88.09] with a bounding box of width 281.20 and height 442.49.
 At frame 11, person 10 is located at coordinates [0.57, 88.09] with a bounding box of width 281.20 and height 442.49.
 At frame 11, car 14 is located at coordinates [0.57, 88.09] with a bounding box of width 281.20 and height 442.49.
 At frame 12, truck 6 is located at coordinates [0.32, 90.04] with a bounding box of width 285.55 and height 440.29.
 At frame 12, car 1 is located at coordinates [0.32, 90.04] with a bounding box of width 285.55 and height 440.29.
 At frame 12, car 5 is located at coordinates [0.32, 90.04] with a bounding box of width 285.55 and height 440.29.
 At frame 12, car 7 is located at coordinates [0.32, 90.04] with a bounding box of width 285.55 and height 440.29.
 At frame 12, truck 4 is located at coordinates [0.32, 90.04] with a bounding box of width 285.55 and height 440.29.
 At frame 12, bus 8 is located at coordinates [0.32, 90.04] with a bounding box of width 285.55 and height 440.29.
 At frame 12, car 2 is located at coordinates [0.32, 90.04] with a bounding box of width 285.55 and height 440.29.
 At frame 12, car 11 is located at coordinates [0.32, 90.04] with a bounding box of width 285.55 and height 440.29.
 At frame 12, car 13 is located at coordinates [0.32, 90.04] with a bounding box of width 285.55 and height 440.29.
 At frame 12, person 10 is located at coordinates [0.32, 90.04] with a bounding box of width 285.55 and height 440.29.
 At frame 12, car 14 is located at coordinates [0.32, 90.04] with a bounding box of width 285.55 and height 440.29.
 At frame 13, truck 6 is located at coordinates [0.10, 90.28] with a bounding box of width 290.13 and height 445.15.
 At frame 13, car 1 is located at coordinates [0.10, 90.28] with a bounding box of width 290.13 and height 445.15.
 At frame 13, car 5 is located at coordinates [0.10, 90.28] with a bounding box of width 290.13 and height 445.15.
 

=====================================================

At frame 13, truck 4 is located at coordinates [0.10, 90.28] with a bounding box of width 290.13 and height 445.15.
 At frame 13, bus 8 is located at coordinates [0.10, 90.28] with a bounding box of width 290.13 and height 445.15.
 At frame 13, car 2 is located at coordinates [0.10, 90.28] with a bounding box of width 290.13 and height 445.15.
 At frame 13, car 7 is located at coordinates [0.10, 90.28] with a bounding box of width 290.13 and height 445.15.
 At frame 13, car 11 is located at coordinates [0.10, 90.28] with a bounding box of width 290.13 and height 445.15.
 At frame 13, car 14 is located at coordinates [0.10, 90.28] with a bounding box of width 290.13 and height 445.15.
 At frame 14, truck 6 is located at coordinates [0.59, 89.39] with a bounding box of width 295.14 and height 439.88.
 At frame 14, car 1 is located at coordinates [0.59, 89.39] with a bounding box of width 295.14 and height 439.88.
 At frame 14, car 2 is located at coordinates [0.59, 89.39] with a bounding box of width 295.14 and height 439.88.
 At frame 14, car 5 is located at coordinates [0.59, 89.39] with a bounding box of width 295.14 and height 439.88.
 At frame 14, truck 4 is located at coordinates [0.59, 89.39] with a bounding box of width 295.14 and height 439.88.
 At frame 14, bus 8 is located at coordinates [0.59, 89.39] with a bounding box of width 295.14 and height 439.88.
 At frame 14, car 11 is located at coordinates [0.59, 89.39] with a bounding box of width 295.14 and height 439.88.
 At frame 14, car 7 is located at coordinates [0.59, 89.39] with a bounding box of width 295.14 and height 439.88.
 At frame 14, car 13 is located at coordinates [0.59, 89.39] with a bounding box of width 295.14 and height 439.88.
 At frame 15, truck 6 is located at coordinates [0.90, 83.49] with a bounding box of width 301.25 and height 448.34.
 At frame 15, car 1 is located at coordinates [0.90, 83.49] with a bounding box of width 301.25 and height 448.34.
 At frame 15, car 2 is located at coordinates [0.90, 83.49] with a bounding box of width 301.25 and height 448.34.
 At frame 15, car 5 is located at coordinates [0.90, 83.49] with a bounding box of width 301.25 and height 448.34.
 At frame 15, truck 4 is located at coordinates [0.90, 83.49] with a bounding box of width 301.25 and height 448.34.
 At frame 15, bus 8 is located at coordinates [0.90, 83.49] with a bounding box of width 301.25 and height 448.34.
 At frame 15, car 11 is located at coordinates [0.90, 83.49] with a bounding box of width 301.25 and height 448.34.
 At frame 15, car 7 is located at coordinates [0.90, 83.49] with a bounding box of width 301.25 and height 448.34.
 At frame 16, truck 6 is located at coordinates [0.52, 84.76] with a bounding box of width 306.42 and height 455.46.
 At frame 16, car 1 is located at coordinates [0.52, 84.76] with a bounding box of width 306.42 and height 455.46.
 At frame 16, car 2 is located at coordinates [0.52, 84.76] with a bounding box of width 306.42 and height 455.46.
 At frame 16, car 5 is located at coordinates [0.52, 84.76] with a bounding box of width 306.42 and height 455.46.
 At frame 16, truck 4 is located at coordinates [0.52, 84.76] with a bounding box of width 306.42 and height 455.46.
 At frame 16, bus 8 is located at coordinates [0.52, 84.76] with a bounding box of width 306.42 and height 455.46.
 At frame 16, car 7 is located at coordinates [0.52, 84.76] with a bounding box of width 306.42 and height 455.46.
 At frame 16, car 11 is located at coordinates [0.52, 84.76] with a bounding box of width 306.42 and height 455.46.
 At frame 16, car 13 is located at coordinates [0.52, 84.76] with a bounding box of width 306.42 and height 455.46.
 At frame 17, truck 6 is located at coordinates [0.61, 89.28] with a bounding box of width 310.67 and height 455.20.
 At frame 17, car 2 is located at coordinates [0.61, 89.28] with a bounding box of width 310.67 and height 455.20.
 At frame 17, car 1 is located at coordinates [0.61, 89.28] with a bounding box of width 310.67 and height 455.20.
 At frame 17, car 5 is located at coordinates [0.61, 89.28] with a bounding box of width 310.67 and height 455.20.
 At frame 17, truck 4 is located at coordinates [0.61, 89.28] with a bounding box of width 310.67 and height 455.20.
 At frame 17, car 7 is located at coordinates [0.61, 89.28] with a bounding box of width 310.67 and height 455.20.
 At frame 17, bus 8 is located at coordinates [0.61, 89.28] with a bounding box of width 310.67 and height 455.20.
 At frame 17, car 11 is located at coordinates [0.61, 89.28] with a bounding box of width 310.67 and height 455.20.
 At frame 17, car 13 is located at coordinates [0.61, 89.28] with a bounding box of width 310.67 and height 455.20.
 At frame 17, car 9 is located at coordinates [0.61, 89.28] with a bounding box of width 310.67 and height 455.20.
 At frame 18, truck 6 is located at coordinates [0.93, 92.39] with a bounding box of width 315.28 and height 444.97.
 At frame 18, car 1 is located at coordinates [0.93, 92.39] with a bounding box of width 315.28 and height 444.97.
 At frame 18, car 2 is located at coordinates [0.93, 92.39] with a bounding box of width 315.28 and height 444.97.
 At frame 18, car 5 is located at coordinates [0.93, 92.39] with a bounding box of width 315.28 and height 444.97.
 At frame 18, truck 4 is located at coordinates [0.93, 92.39] with a bounding box of width 315.28 and height 444.97.
 At frame 18, car 7 is located at coordinates [0.93, 92.39] with a bounding box of width 315.28 and height 444.97.
 At frame 18, car 11 is located at coordinates [0.93, 92.39] with a bounding box of width 315.28 and height 444.97.
 At frame 18, bus 8 is located at coordinates [0.93, 92.39] with a bounding box of width 315.28 and height 444.97.
 

=====================================================

At frame 18, car 14 is located at coordinates [0.93, 92.39] with a bounding box of width 315.28 and height 444.97.
 At frame 18, car 13 is located at coordinates [0.93, 92.39] with a bounding box of width 315.28 and height 444.97.
 At frame 19, truck 6 is located at coordinates [0.90, 96.80] with a bounding box of width 319.47 and height 445.76.
 At frame 19, car 2 is located at coordinates [0.90, 96.80] with a bounding box of width 319.47 and height 445.76.
 At frame 19, car 1 is located at coordinates [0.90, 96.80] with a bounding box of width 319.47 and height 445.76.
 At frame 19, car 5 is located at coordinates [0.90, 96.80] with a bounding box of width 319.47 and height 445.76.
 At frame 19, truck 4 is located at coordinates [0.90, 96.80] with a bounding box of width 319.47 and height 445.76.
 At frame 19, car 7 is located at coordinates [0.90, 96.80] with a bounding box of width 319.47 and height 445.76.
 At frame 19, bus 8 is located at coordinates [0.90, 96.80] with a bounding box of width 319.47 and height 445.76.
 At frame 19, car 11 is located at coordinates [0.90, 96.80] with a bounding box of width 319.47 and height 445.76.
 At frame 19, car 14 is located at coordinates [0.90, 96.80] with a bounding box of width 319.47 and height 445.76.
 At frame 19, car 13 is located at coordinates [0.90, 96.80] with a bounding box of width 319.47 and height 445.76.
 At frame 20, truck 6 is located at coordinates [0.88, 96.70] with a bounding box of width 323.35 and height 442.48.
 At frame 20, car 2 is located at coordinates [0.88, 96.70] with a bounding box of width 323.35 and height 442.48.
 At frame 20, car 1 is located at coordinates [0.88, 96.70] with a bounding box of width 323.35 and height 442.48.
 At frame 20, car 11 is located at coordinates [0.88, 96.70] with a bounding box of width 323.35 and height 442.48.
 At frame 20, bus 8 is located at coordinates [0.88, 96.70] with a bounding box of width 323.35 and height 442.48.
 At frame 20, car 5 is located at coordinates [0.88, 96.70] with a bounding box of width 323.35 and height 442.48.
 At frame 20, truck 4 is located at coordinates [0.88, 96.70] with a bounding box of width 323.35 and height 442.48.
 At frame 20, car 7 is located at coordinates [0.88, 96.70] with a bounding box of width 323.35 and height 442.48.
 At frame 20, car 14 is located at coordinates [0.88, 96.70] with a bounding box of width 323.35 and height 442.48.
 At frame 21, truck 6 is located at coordinates [0.88, 90.91] with a bounding box of width 326.58 and height 442.44.
 At frame 21, car 2 is located at coordinates [0.88, 90.91] with a bounding box of width 326.58 and height 442.44.
 At frame 21, car 1 is located at coordinates [0.88, 90.91] with a bounding box of width 326.58 and height 442.44.
 At frame 21, bus 8 is located at coordinates [0.88, 90.91] with a bounding box of width 326.58 and height 442.44.
 At frame 21, car 11 is located at coordinates [0.88, 90.91] with a bounding box of width 326.58 and height 442.44.
 At frame 21, truck 4 is located at coordinates [0.88, 90.91] with a bounding box of width 326.58 and height 442.44.
 At frame 21, car 5 is located at coordinates [0.88, 90.91] with a bounding box of width 326.58 and height 442.44.
 At frame 21, car 7 is located at coordinates [0.88, 90.91] with a bounding box of width 326.58 and height 442.44.
 At frame 21, car 14 is located at coordinates [0.88, 90.91] with a bounding box of width 326.58 and height 442.44.
 At frame 21, car 13 is located at coordinates [0.88, 90.91] with a bounding box of width 326.58 and height 442.44.
 At frame 22, truck 6 is located at coordinates [0.65, 92.76] with a bounding box of width 329.51 and height 433.55.
 At frame 22, car 1 is located at coordinates [0.65, 92.76] with a bounding box of width 329.51 and height 433.55.
 At frame 22, car 2 is located at coordinates [0.65, 92.76] with a bounding box of width 329.51 and height 433.55.
 At frame 22, bus 8 is located at coordinates [0.65, 92.76] with a bounding box of width 329.51 and height 433.55.
 At frame 22, car 5 is located at coordinates [0.65, 92.76] with a bounding box of width 329.51 and height 433.55.
 At frame 22, truck 4 is located at coordinates [0.65, 92.76] with a bounding box of width 329.51 and height 433.55.
 At frame 22, car 11 is located at coordinates [0.65, 92.76] with a bounding box of width 329.51 and height 433.55.
 At frame 22, car 7 is located at coordinates [0.65, 92.76] with a bounding box of width 329.51 and height 433.55.
 At frame 22, car 14 is located at coordinates [0.65, 92.76] with a bounding box of width 329.51 and height 433.55.
 At frame 22, car 13 is located at coordinates [0.65, 92.76] with a bounding box of width 329.51 and height 433.55.
 At frame 23, truck 6 is located at coordinates [0.77, 96.70] with a bounding box of width 332.77 and height 426.20.
 At frame 23, car 1 is located at coordinates [0.77, 96.70] with a bounding box of width 332.77 and height 426.20.
 At frame 23, bus 8 is located at coordinates [0.77, 96.70] with a bounding box of width 332.77 and height 426.20.
 At frame 23, car 2 is located at coordinates [0.77, 96.70] with a bounding box of width 332.77 and height 426.20.
 At frame 23, car 7 is located at coordinates [0.77, 96.70] with a bounding box of width 332.77 and height 426.20.
 At frame 23, car 5 is located at coordinates [0.77, 96.70] with a bounding box of width 332.77 and height 426.20.
 At frame 23, truck 4 is located at coordinates [0.77, 96.70] with a bounding box of width 332.77 and height 426.20.
 At frame 23, car 11 is located at coordinates [0.77, 96.70] with a bounding box of width 332.77 and height 426.20.
 At frame 23, car 9 is located at coordinates [0.77, 96.70] with a bounding box of width 332.77 and height 426.20.
 

=====================================================

At frame 23, car 13 is located at coordinates [0.77, 96.70] with a bounding box of width 332.77 and height 426.20.
 At frame 23, car 14 is located at coordinates [0.77, 96.70] with a bounding box of width 332.77 and height 426.20.
 At frame 24, bus 8 is located at coordinates [254.51, 201.46] with a bounding box of width 157.09 and height 114.51.
 At frame 24, truck 6 is located at coordinates [254.51, 201.46] with a bounding box of width 157.09 and height 114.51.
 At frame 24, car 2 is located at coordinates [254.51, 201.46] with a bounding box of width 157.09 and height 114.51.
 At frame 24, car 1 is located at coordinates [254.51, 201.46] with a bounding box of width 157.09 and height 114.51.
 At frame 24, car 5 is located at coordinates [254.51, 201.46] with a bounding box of width 157.09 and height 114.51.
 At frame 24, truck 4 is located at coordinates [254.51, 201.46] with a bounding box of width 157.09 and height 114.51.
 At frame 24, car 7 is located at coordinates [254.51, 201.46] with a bounding box of width 157.09 and height 114.51.
 At frame 24, car 11 is located at coordinates [254.51, 201.46] with a bounding box of width 157.09 and height 114.51.
 At frame 24, car 14 is located at coordinates [254.51, 201.46] with a bounding box of width 157.09 and height 114.51.
 At frame 24, car 13 is located at coordinates [254.51, 201.46] with a bounding box of width 157.09 and height 114.51.
 At frame 25, car 2 is located at coordinates [347.23, 246.78] with a bounding box of width 134.22 and height 104.72.
 At frame 25, truck 6 is located at coordinates [347.23, 246.78] with a bounding box of width 134.22 and height 104.72.
 At frame 25, car 5 is located at coordinates [347.23, 246.78] with a bounding box of width 134.22 and height 104.72.
 At frame 25, car 1 is located at coordinates [347.23, 246.78] with a bounding box of width 134.22 and height 104.72.
 At frame 25, bus 8 is located at coordinates [347.23, 246.78] with a bounding box of width 134.22 and height 104.72.
 At frame 25, truck 4 is located at coordinates [347.23, 246.78] with a bounding box of width 134.22 and height 104.72.
 At frame 25, car 7 is located at coordinates [347.23, 246.78] with a bounding box of width 134.22 and height 104.72.
 At frame 25, car 11 is located at coordinates [347.23, 246.78] with a bounding box of width 134.22 and height 104.72.
 At frame 25, car 14 is located at coordinates [347.23, 246.78] with a bounding box of width 134.22 and height 104.72.
 At frame 25, car 13 is located at coordinates [347.23, 246.78] with a bounding box of width 134.22 and height 104.72.
 At frame 26, car 2 is located at coordinates [346.03, 247.39] with a bounding box of width 135.40 and height 104.66.
 At frame 26, truck 6 is located at coordinates [346.03, 247.39] with a bounding box of width 135.40 and height 104.66.
 At frame 26, car 1 is located at coordinates [346.03, 247.39] with a bounding box of width 135.40 and height 104.66.
 At frame 26, bus 8 is located at coordinates [346.03, 247.39] with a bounding box of width 135.40 and height 104.66.
 At frame 26, truck 4 is located at coordinates [346.03, 247.39] with a bounding box of width 135.40 and height 104.66.
 At frame 26, car 7 is located at coordinates [346.03, 247.39] with a bounding box of width 135.40 and height 104.66.
 At frame 26, car 5 is located at coordinates [346.03, 247.39] with a bounding box of width 135.40 and height 104.66.
 At frame 26, car 11 is located at coordinates [346.03, 247.39] with a bounding box of width 135.40 and height 104.66.
 At frame 26, car 14 is located at coordinates [346.03, 247.39] with a bounding box of width 135.40 and height 104.66.
 At frame 26, car 13 is located at coordinates [346.03, 247.39] with a bounding box of width 135.40 and height 104.66.
