At frame 0, car 1 is located at coordinates [1086.89, 200.50] with a bounding box of width 192.59 and height 183.22.
 At frame 12, bus 4 is located at coordinates [995.44, 68.59] with a bounding box of width 284.01 and height 267.05.
 At frame 12, car 2 is located at coordinates [995.44, 68.59] with a bounding box of width 284.01 and height 267.05.
 At frame 12, car 5 is located at coordinates [995.44, 68.59] with a bounding box of width 284.01 and height 267.05.
 At frame 12, car 9 is located at coordinates [995.44, 68.59] with a bounding box of width 284.01 and height 267.05.
 At frame 12, car 3 is located at coordinates [995.44, 68.59] with a bounding box of width 284.01 and height 267.05.
 

=====================================================

At frame 12, person 1 is located at coordinates [995.44, 68.59] with a bounding box of width 284.01 and height 267.05.
 At frame 12, car 6 is located at coordinates [995.44, 68.59] with a bounding box of width 284.01 and height 267.05.
 At frame 12, truck 15 is located at coordinates [995.44, 68.59] with a bounding box of width 284.01 and height 267.05.
 At frame 12, car 11 is located at coordinates [995.44, 68.59] with a bounding box of width 284.01 and height 267.05.
 At frame 13, bus 4 is located at coordinates [996.73, 71.49] with a bounding box of width 282.85 and height 263.33.
 At frame 13, car 2 is located at coordinates [996.73, 71.49] with a bounding box of width 282.85 and height 263.33.
 At frame 13, car 5 is located at coordinates [996.73, 71.49] with a bounding box of width 282.85 and height 263.33.
 At frame 13, car 9 is located at coordinates [996.73, 71.49] with a bounding box of width 282.85 and height 263.33.
 At frame 13, car 6 is located at coordinates [996.73, 71.49] with a bounding box of width 282.85 and height 263.33.
 At frame 13, person 1 is located at coordinates [996.73, 71.49] with a bounding box of width 282.85 and height 263.33.
 At frame 13, car 3 is located at coordinates [996.73, 71.49] with a bounding box of width 282.85 and height 263.33.
 At frame 13, truck 15 is located at coordinates [996.73, 71.49] with a bounding box of width 282.85 and height 263.33.
 At frame 13, car 11 is located at coordinates [996.73, 71.49] with a bounding box of width 282.85 and height 263.33.
 At frame 14, bus 4 is located at coordinates [996.90, 72.76] with a bounding box of width 282.57 and height 258.39.
 At frame 14, car 2 is located at coordinates [996.90, 72.76] with a bounding box of width 282.57 and height 258.39.
 At frame 14, car 5 is located at coordinates [996.90, 72.76] with a bounding box of width 282.57 and height 258.39.
 At frame 14, car 9 is located at coordinates [996.90, 72.76] with a bounding box of width 282.57 and height 258.39.
 At frame 14, person 1 is located at coordinates [996.90, 72.76] with a bounding box of width 282.57 and height 258.39.
 At frame 14, car 3 is located at coordinates [996.90, 72.76] with a bounding box of width 282.57 and height 258.39.
 At frame 14, car 6 is located at coordinates [996.90, 72.76] with a bounding box of width 282.57 and height 258.39.
 At frame 14, truck 15 is located at coordinates [996.90, 72.76] with a bounding box of width 282.57 and height 258.39.
 At frame 14, car 11 is located at coordinates [996.90, 72.76] with a bounding box of width 282.57 and height 258.39.
 At frame 15, bus 4 is located at coordinates [997.53, 70.18] with a bounding box of width 281.79 and height 252.23.
 At frame 15, car 2 is located at coordinates [997.53, 70.18] with a bounding box of width 281.79 and height 252.23.
 At frame 15, car 5 is located at coordinates [997.53, 70.18] with a bounding box of width 281.79 and height 252.23.
 At frame 15, car 9 is located at coordinates [997.53, 70.18] with a bounding box of width 281.79 and height 252.23.
 At frame 15, person 1 is located at coordinates [997.53, 70.18] with a bounding box of width 281.79 and height 252.23.
 At frame 15, car 6 is located at coordinates [997.53, 70.18] with a bounding box of width 281.79 and height 252.23.
 At frame 15, car 3 is located at coordinates [997.53, 70.18] with a bounding box of width 281.79 and height 252.23.
 At frame 15, truck 15 is located at coordinates [997.53, 70.18] with a bounding box of width 281.79 and height 252.23.
 At frame 15, car 11 is located at coordinates [997.53, 70.18] with a bounding box of width 281.79 and height 252.23.
 At frame 16, bus 4 is located at coordinates [996.57, 72.31] with a bounding box of width 282.53 and height 247.76.
 At frame 16, car 2 is located at coordinates [996.57, 72.31] with a bounding box of width 282.53 and height 247.76.
 At frame 16, car 5 is located at coordinates [996.57, 72.31] with a bounding box of width 282.53 and height 247.76.
 At frame 16, car 9 is located at coordinates [996.57, 72.31] with a bounding box of width 282.53 and height 247.76.
 At frame 16, person 1 is located at coordinates [996.57, 72.31] with a bounding box of width 282.53 and height 247.76.
 At frame 16, car 6 is located at coordinates [996.57, 72.31] with a bounding box of width 282.53 and height 247.76.
 At frame 16, person 19 is located at coordinates [996.57, 72.31] with a bounding box of width 282.53 and height 247.76.
 At frame 16, car 3 is located at coordinates [996.57, 72.31] with a bounding box of width 282.53 and height 247.76.
 At frame 16, truck 15 is located at coordinates [996.57, 72.31] with a bounding box of width 282.53 and height 247.76.
 At frame 16, car 11 is located at coordinates [996.57, 72.31] with a bounding box of width 282.53 and height 247.76.
 At frame 17, bus 4 is located at coordinates [996.47, 70.41] with a bounding box of width 282.99 and height 253.65.
 At frame 17, car 2 is located at coordinates [996.47, 70.41] with a bounding box of width 282.99 and height 253.65.
 At frame 17, car 6 is located at coordinates [996.47, 70.41] with a bounding box of width 282.99 and height 253.65.
 At frame 17, car 5 is located at coordinates [996.47, 70.41] with a bounding box of width 282.99 and height 253.65.
 At frame 17, car 9 is located at coordinates [996.47, 70.41] with a bounding box of width 282.99 and height 253.65.
 At frame 17, person 1 is located at coordinates [996.47, 70.41] with a bounding box of width 282.99 and height 253.65.
 At frame 17, car 3 is located at coordinates [996.47, 70.41] with a bounding box of width 282.99 and height 253.65.
 At frame 17, person 19 is located at coordinates [996.47, 70.41] with a bounding box of width 282.99 and height 253.65.
 At frame 17, truck 15 is located at coordinates [996.47, 70.41] with a bounding box of width 282.99 and height 253.65.
 

=====================================================

At frame 17, car 11 is located at coordinates [996.47, 70.41] with a bounding box of width 282.99 and height 253.65.
 At frame 18, bus 4 is located at coordinates [995.19, 74.36] with a bounding box of width 284.41 and height 271.51.
 At frame 18, car 2 is located at coordinates [995.19, 74.36] with a bounding box of width 284.41 and height 271.51.
 At frame 18, car 6 is located at coordinates [995.19, 74.36] with a bounding box of width 284.41 and height 271.51.
 At frame 18, car 5 is located at coordinates [995.19, 74.36] with a bounding box of width 284.41 and height 271.51.
 At frame 18, car 9 is located at coordinates [995.19, 74.36] with a bounding box of width 284.41 and height 271.51.
 At frame 18, person 1 is located at coordinates [995.19, 74.36] with a bounding box of width 284.41 and height 271.51.
 At frame 18, car 3 is located at coordinates [995.19, 74.36] with a bounding box of width 284.41 and height 271.51.
 At frame 18, person 19 is located at coordinates [995.19, 74.36] with a bounding box of width 284.41 and height 271.51.
 At frame 18, truck 15 is located at coordinates [995.19, 74.36] with a bounding box of width 284.41 and height 271.51.
 At frame 18, car 11 is located at coordinates [995.19, 74.36] with a bounding box of width 284.41 and height 271.51.
 At frame 19, bus 4 is located at coordinates [994.47, 73.89] with a bounding box of width 284.67 and height 270.90.
 At frame 19, car 2 is located at coordinates [994.47, 73.89] with a bounding box of width 284.67 and height 270.90.
 At frame 19, car 9 is located at coordinates [994.47, 73.89] with a bounding box of width 284.67 and height 270.90.
 At frame 19, car 6 is located at coordinates [994.47, 73.89] with a bounding box of width 284.67 and height 270.90.
 At frame 19, car 5 is located at coordinates [994.47, 73.89] with a bounding box of width 284.67 and height 270.90.
 At frame 19, person 1 is located at coordinates [994.47, 73.89] with a bounding box of width 284.67 and height 270.90.
 At frame 19, person 19 is located at coordinates [994.47, 73.89] with a bounding box of width 284.67 and height 270.90.
 At frame 19, car 3 is located at coordinates [994.47, 73.89] with a bounding box of width 284.67 and height 270.90.
 At frame 19, truck 15 is located at coordinates [994.47, 73.89] with a bounding box of width 284.67 and height 270.90.
 At frame 19, person 21 is located at coordinates [994.47, 73.89] with a bounding box of width 284.67 and height 270.90.
 At frame 20, bus 4 is located at coordinates [995.15, 71.22] with a bounding box of width 283.80 and height 274.30.
 At frame 20, car 9 is located at coordinates [995.15, 71.22] with a bounding box of width 283.80 and height 274.30.
 At frame 20, car 2 is located at coordinates [995.15, 71.22] with a bounding box of width 283.80 and height 274.30.
 At frame 20, car 5 is located at coordinates [995.15, 71.22] with a bounding box of width 283.80 and height 274.30.
 At frame 20, person 1 is located at coordinates [995.15, 71.22] with a bounding box of width 283.80 and height 274.30.
 At frame 20, car 6 is located at coordinates [995.15, 71.22] with a bounding box of width 283.80 and height 274.30.
 At frame 20, person 19 is located at coordinates [995.15, 71.22] with a bounding box of width 283.80 and height 274.30.
 At frame 20, car 3 is located at coordinates [995.15, 71.22] with a bounding box of width 283.80 and height 274.30.
 At frame 20, truck 15 is located at coordinates [995.15, 71.22] with a bounding box of width 283.80 and height 274.30.
 At frame 20, person 21 is located at coordinates [995.15, 71.22] with a bounding box of width 283.80 and height 274.30.
 At frame 21, bus 4 is located at coordinates [996.05, 73.00] with a bounding box of width 283.19 and height 272.04.
 At frame 21, car 2 is located at coordinates [996.05, 73.00] with a bounding box of width 283.19 and height 272.04.
 At frame 21, car 9 is located at coordinates [996.05, 73.00] with a bounding box of width 283.19 and height 272.04.
 At frame 21, car 5 is located at coordinates [996.05, 73.00] with a bounding box of width 283.19 and height 272.04.
 At frame 21, person 1 is located at coordinates [996.05, 73.00] with a bounding box of width 283.19 and height 272.04.
 At frame 21, person 19 is located at coordinates [996.05, 73.00] with a bounding box of width 283.19 and height 272.04.
 At frame 21, car 6 is located at coordinates [996.05, 73.00] with a bounding box of width 283.19 and height 272.04.
 At frame 21, car 3 is located at coordinates [996.05, 73.00] with a bounding box of width 283.19 and height 272.04.
 At frame 21, truck 15 is located at coordinates [996.05, 73.00] with a bounding box of width 283.19 and height 272.04.
 At frame 21, person 21 is located at coordinates [996.05, 73.00] with a bounding box of width 283.19 and height 272.04.
 At frame 21, car 11 is located at coordinates [996.05, 73.00] with a bounding box of width 283.19 and height 272.04.
 At frame 22, bus 4 is located at coordinates [996.96, 72.43] with a bounding box of width 282.31 and height 271.34.
 At frame 22, car 9 is located at coordinates [996.96, 72.43] with a bounding box of width 282.31 and height 271.34.
 At frame 22, car 5 is located at coordinates [996.96, 72.43] with a bounding box of width 282.31 and height 271.34.
 At frame 22, car 2 is located at coordinates [996.96, 72.43] with a bounding box of width 282.31 and height 271.34.
 At frame 22, person 1 is located at coordinates [996.96, 72.43] with a bounding box of width 282.31 and height 271.34.
 At frame 22, car 6 is located at coordinates [996.96, 72.43] with a bounding box of width 282.31 and height 271.34.
 At frame 22, person 19 is located at coordinates [996.96, 72.43] with a bounding box of width 282.31 and height 271.34.
 At frame 22, truck 15 is located at coordinates [996.96, 72.43] with a bounding box of width 282.31 and height 271.34.
 

=====================================================

At frame 22, car 3 is located at coordinates [996.96, 72.43] with a bounding box of width 282.31 and height 271.34.
 At frame 22, person 21 is located at coordinates [996.96, 72.43] with a bounding box of width 282.31 and height 271.34.
 At frame 23, bus 4 is located at coordinates [995.36, 73.95] with a bounding box of width 283.94 and height 269.96.
 At frame 23, car 9 is located at coordinates [995.36, 73.95] with a bounding box of width 283.94 and height 269.96.
 At frame 23, car 5 is located at coordinates [995.36, 73.95] with a bounding box of width 283.94 and height 269.96.
 At frame 23, car 2 is located at coordinates [995.36, 73.95] with a bounding box of width 283.94 and height 269.96.
 At frame 23, person 1 is located at coordinates [995.36, 73.95] with a bounding box of width 283.94 and height 269.96.
 At frame 23, person 19 is located at coordinates [995.36, 73.95] with a bounding box of width 283.94 and height 269.96.
 At frame 23, car 6 is located at coordinates [995.36, 73.95] with a bounding box of width 283.94 and height 269.96.
 At frame 23, truck 15 is located at coordinates [995.36, 73.95] with a bounding box of width 283.94 and height 269.96.
 At frame 23, car 3 is located at coordinates [995.36, 73.95] with a bounding box of width 283.94 and height 269.96.
 At frame 23, car 11 is located at coordinates [995.36, 73.95] with a bounding box of width 283.94 and height 269.96.
 At frame 23, person 21 is located at coordinates [995.36, 73.95] with a bounding box of width 283.94 and height 269.96.
 At frame 24, bus 4 is located at coordinates [998.87, 71.28] with a bounding box of width 280.45 and height 272.42.
 At frame 24, person 1 is located at coordinates [998.87, 71.28] with a bounding box of width 280.45 and height 272.42.
 At frame 24, car 2 is located at coordinates [998.87, 71.28] with a bounding box of width 280.45 and height 272.42.
 At frame 24, car 9 is located at coordinates [998.87, 71.28] with a bounding box of width 280.45 and height 272.42.
 At frame 24, car 5 is located at coordinates [998.87, 71.28] with a bounding box of width 280.45 and height 272.42.
 At frame 24, car 6 is located at coordinates [998.87, 71.28] with a bounding box of width 280.45 and height 272.42.
 At frame 24, person 19 is located at coordinates [998.87, 71.28] with a bounding box of width 280.45 and height 272.42.
 At frame 24, car 11 is located at coordinates [998.87, 71.28] with a bounding box of width 280.45 and height 272.42.
 At frame 24, truck 15 is located at coordinates [998.87, 71.28] with a bounding box of width 280.45 and height 272.42.
 At frame 25, bus 4 is located at coordinates [993.34, 73.00] with a bounding box of width 286.04 and height 270.88.
 At frame 25, person 1 is located at coordinates [993.34, 73.00] with a bounding box of width 286.04 and height 270.88.
 At frame 25, car 2 is located at coordinates [993.34, 73.00] with a bounding box of width 286.04 and height 270.88.
 At frame 25, car 9 is located at coordinates [993.34, 73.00] with a bounding box of width 286.04 and height 270.88.
 At frame 25, car 5 is located at coordinates [993.34, 73.00] with a bounding box of width 286.04 and height 270.88.
 At frame 25, person 19 is located at coordinates [993.34, 73.00] with a bounding box of width 286.04 and height 270.88.
 At frame 25, car 6 is located at coordinates [993.34, 73.00] with a bounding box of width 286.04 and height 270.88.
 At frame 25, car 11 is located at coordinates [993.34, 73.00] with a bounding box of width 286.04 and height 270.88.
 At frame 25, truck 15 is located at coordinates [993.34, 73.00] with a bounding box of width 286.04 and height 270.88.
 At frame 25, car 3 is located at coordinates [993.34, 73.00] with a bounding box of width 286.04 and height 270.88.
 At frame 26, bus 4 is located at coordinates [996.17, 72.77] with a bounding box of width 283.22 and height 268.86.
 At frame 26, car 9 is located at coordinates [996.17, 72.77] with a bounding box of width 283.22 and height 268.86.
 At frame 26, car 2 is located at coordinates [996.17, 72.77] with a bounding box of width 283.22 and height 268.86.
 At frame 26, person 1 is located at coordinates [996.17, 72.77] with a bounding box of width 283.22 and height 268.86.
 At frame 26, car 5 is located at coordinates [996.17, 72.77] with a bounding box of width 283.22 and height 268.86.
 At frame 26, car 6 is located at coordinates [996.17, 72.77] with a bounding box of width 283.22 and height 268.86.
 At frame 26, person 19 is located at coordinates [996.17, 72.77] with a bounding box of width 283.22 and height 268.86.
 At frame 26, car 11 is located at coordinates [996.17, 72.77] with a bounding box of width 283.22 and height 268.86.
 At frame 26, car 3 is located at coordinates [996.17, 72.77] with a bounding box of width 283.22 and height 268.86.
 At frame 26, truck 15 is located at coordinates [996.17, 72.77] with a bounding box of width 283.22 and height 268.86.
 At frame 27, bus 4 is located at coordinates [996.57, 72.06] with a bounding box of width 282.75 and height 271.67.
 At frame 27, car 9 is located at coordinates [996.57, 72.06] with a bounding box of width 282.75 and height 271.67.
 At frame 27, car 2 is located at coordinates [996.57, 72.06] with a bounding box of width 282.75 and height 271.67.
 At frame 27, car 5 is located at coordinates [996.57, 72.06] with a bounding box of width 282.75 and height 271.67.
 At frame 27, person 1 is located at coordinates [996.57, 72.06] with a bounding box of width 282.75 and height 271.67.
 At frame 27, car 6 is located at coordinates [996.57, 72.06] with a bounding box of width 282.75 and height 271.67.
 At frame 27, person 19 is located at coordinates [996.57, 72.06] with a bounding box of width 282.75 and height 271.67.
 At frame 27, car 3 is located at coordinates [996.57, 72.06] with a bounding box of width 282.75 and height 271.67.
 

=====================================================

At frame 27, truck 15 is located at coordinates [996.57, 72.06] with a bounding box of width 282.75 and height 271.67.
 At frame 27, car 11 is located at coordinates [996.57, 72.06] with a bounding box of width 282.75 and height 271.67.
 At frame 28, bus 4 is located at coordinates [993.91, 73.64] with a bounding box of width 285.17 and height 269.45.
 At frame 28, car 9 is located at coordinates [993.91, 73.64] with a bounding box of width 285.17 and height 269.45.
 At frame 28, car 2 is located at coordinates [993.91, 73.64] with a bounding box of width 285.17 and height 269.45.
 At frame 28, person 1 is located at coordinates [993.91, 73.64] with a bounding box of width 285.17 and height 269.45.
 At frame 28, car 5 is located at coordinates [993.91, 73.64] with a bounding box of width 285.17 and height 269.45.
 At frame 28, car 6 is located at coordinates [993.91, 73.64] with a bounding box of width 285.17 and height 269.45.
 At frame 28, person 19 is located at coordinates [993.91, 73.64] with a bounding box of width 285.17 and height 269.45.
 At frame 28, car 3 is located at coordinates [993.91, 73.64] with a bounding box of width 285.17 and height 269.45.
 At frame 28, car 11 is located at coordinates [993.91, 73.64] with a bounding box of width 285.17 and height 269.45.
 At frame 28, truck 15 is located at coordinates [993.91, 73.64] with a bounding box of width 285.17 and height 269.45.
 At frame 29, bus 4 is located at coordinates [999.11, 72.49] with a bounding box of width 280.44 and height 270.81.
 At frame 29, car 9 is located at coordinates [999.11, 72.49] with a bounding box of width 280.44 and height 270.81.
 At frame 29, car 2 is located at coordinates [999.11, 72.49] with a bounding box of width 280.44 and height 270.81.
 At frame 29, person 1 is located at coordinates [999.11, 72.49] with a bounding box of width 280.44 and height 270.81.
 At frame 29, car 5 is located at coordinates [999.11, 72.49] with a bounding box of width 280.44 and height 270.81.
 At frame 29, car 6 is located at coordinates [999.11, 72.49] with a bounding box of width 280.44 and height 270.81.
 At frame 29, person 19 is located at coordinates [999.11, 72.49] with a bounding box of width 280.44 and height 270.81.
 At frame 29, car 3 is located at coordinates [999.11, 72.49] with a bounding box of width 280.44 and height 270.81.
 At frame 29, car 11 is located at coordinates [999.11, 72.49] with a bounding box of width 280.44 and height 270.81.
 At frame 29, truck 15 is located at coordinates [999.11, 72.49] with a bounding box of width 280.44 and height 270.81.
 At frame 30, bus 4 is located at coordinates [994.91, 73.66] with a bounding box of width 284.62 and height 249.70.
 At frame 30, car 2 is located at coordinates [994.91, 73.66] with a bounding box of width 284.62 and height 249.70.
 At frame 30, car 9 is located at coordinates [994.91, 73.66] with a bounding box of width 284.62 and height 249.70.
 At frame 30, person 1 is located at coordinates [994.91, 73.66] with a bounding box of width 284.62 and height 249.70.
 At frame 30, car 5 is located at coordinates [994.91, 73.66] with a bounding box of width 284.62 and height 249.70.
 At frame 30, person 19 is located at coordinates [994.91, 73.66] with a bounding box of width 284.62 and height 249.70.
 At frame 30, car 6 is located at coordinates [994.91, 73.66] with a bounding box of width 284.62 and height 249.70.
 At frame 30, car 3 is located at coordinates [994.91, 73.66] with a bounding box of width 284.62 and height 249.70.
 At frame 30, car 11 is located at coordinates [994.91, 73.66] with a bounding box of width 284.62 and height 249.70.
 At frame 30, truck 15 is located at coordinates [994.91, 73.66] with a bounding box of width 284.62 and height 249.70.
