At frame 0, car 1 is located at coordinates [87.35, 311.34] with a bounding box of width 416.67 and height 225.12.
 At frame 25, truck 4 is located at coordinates [0.80, 290.08] with a bounding box of width 364.30 and height 250.90.
 At frame 25, person 7 is located at coordinates [0.80, 290.08] with a bounding box of width 364.30 and height 250.90.
 At frame 25, car 6 is located at coordinates [0.80, 290.08] with a bounding box of width 364.30 and height 250.90.
 At frame 25, car 5 is located at coordinates [0.80, 290.08] with a bounding box of width 364.30 and height 250.90.
 At frame 25, car 19 is located at coordinates [0.80, 290.08] with a bounding box of width 364.30 and height 250.90.
 At frame 25, car 21 is located at coordinates [0.80, 290.08] with a bounding box of width 364.30 and height 250.90.
 At frame 25, car 10 is located at coordinates [0.80, 290.08] with a bounding box of width 364.30 and height 250.90.
 At frame 26, car 1 is located at coordinates [0.87, 288.57] with a bounding box of width 357.95 and height 253.41.
 At frame 26, car 2 is located at coordinates [0.87, 288.57] with a bounding box of width 357.95 and height 253.41.
 At frame 26, car 3 is located at coordinates [0.87, 288.57] with a bounding box of width 357.95 and height 253.41.
 At frame 26, truck 4 is located at coordinates [0.87, 288.57] with a bounding box of width 357.95 and height 253.41.
 At frame 26, person 7 is located at coordinates [0.87, 288.57] with a bounding box of width 357.95 and height 253.41.
 At frame 26, car 5 is located at coordinates [0.87, 288.57] with a bounding box of width 357.95 and height 253.41.
 At frame 26, car 6 is located at coordinates [0.87, 288.57] with a bounding box of width 357.95 and height 253.41.
 At frame 26, car 19 is located at coordinates [0.87, 288.57] with a bounding box of width 357.95 and height 253.41.
 At frame 26, car 21 is located at coordinates [0.87, 288.57] with a bounding box of width 357.95 and height 253.41.
 

=====================================================

At frame 26, car 10 is located at coordinates [0.87, 288.57] with a bounding box of width 357.95 and height 253.41.
 At frame 27, car 2 is located at coordinates [315.92, 251.40] with a bounding box of width 319.24 and height 176.76.
 At frame 27, car 1 is located at coordinates [315.92, 251.40] with a bounding box of width 319.24 and height 176.76.
 At frame 27, car 3 is located at coordinates [315.92, 251.40] with a bounding box of width 319.24 and height 176.76.
 At frame 27, truck 4 is located at coordinates [315.92, 251.40] with a bounding box of width 319.24 and height 176.76.
 At frame 27, person 7 is located at coordinates [315.92, 251.40] with a bounding box of width 319.24 and height 176.76.
 At frame 27, car 5 is located at coordinates [315.92, 251.40] with a bounding box of width 319.24 and height 176.76.
 At frame 27, car 6 is located at coordinates [315.92, 251.40] with a bounding box of width 319.24 and height 176.76.
 At frame 27, car 19 is located at coordinates [315.92, 251.40] with a bounding box of width 319.24 and height 176.76.
 At frame 27, car 10 is located at coordinates [315.92, 251.40] with a bounding box of width 319.24 and height 176.76.
 At frame 27, car 8 is located at coordinates [315.92, 251.40] with a bounding box of width 319.24 and height 176.76.
 At frame 27, car 21 is located at coordinates [315.92, 251.40] with a bounding box of width 319.24 and height 176.76.
 At frame 28, car 2 is located at coordinates [308.88, 249.23] with a bounding box of width 324.53 and height 177.23.
 At frame 28, car 1 is located at coordinates [308.88, 249.23] with a bounding box of width 324.53 and height 177.23.
 At frame 28, car 3 is located at coordinates [308.88, 249.23] with a bounding box of width 324.53 and height 177.23.
 At frame 28, truck 4 is located at coordinates [308.88, 249.23] with a bounding box of width 324.53 and height 177.23.
 At frame 28, car 6 is located at coordinates [308.88, 249.23] with a bounding box of width 324.53 and height 177.23.
 At frame 28, person 7 is located at coordinates [308.88, 249.23] with a bounding box of width 324.53 and height 177.23.
 At frame 28, car 5 is located at coordinates [308.88, 249.23] with a bounding box of width 324.53 and height 177.23.
 At frame 28, car 19 is located at coordinates [308.88, 249.23] with a bounding box of width 324.53 and height 177.23.
 At frame 28, car 10 is located at coordinates [308.88, 249.23] with a bounding box of width 324.53 and height 177.23.
 At frame 28, car 21 is located at coordinates [308.88, 249.23] with a bounding box of width 324.53 and height 177.23.
 At frame 29, car 2 is located at coordinates [301.43, 246.61] with a bounding box of width 330.39 and height 180.60.
 At frame 29, car 1 is located at coordinates [301.43, 246.61] with a bounding box of width 330.39 and height 180.60.
 At frame 29, car 3 is located at coordinates [301.43, 246.61] with a bounding box of width 330.39 and height 180.60.
 At frame 29, truck 4 is located at coordinates [301.43, 246.61] with a bounding box of width 330.39 and height 180.60.
 At frame 29, car 6 is located at coordinates [301.43, 246.61] with a bounding box of width 330.39 and height 180.60.
 At frame 29, person 7 is located at coordinates [301.43, 246.61] with a bounding box of width 330.39 and height 180.60.
 At frame 29, car 5 is located at coordinates [301.43, 246.61] with a bounding box of width 330.39 and height 180.60.
 At frame 29, car 19 is located at coordinates [301.43, 246.61] with a bounding box of width 330.39 and height 180.60.
 At frame 29, car 21 is located at coordinates [301.43, 246.61] with a bounding box of width 330.39 and height 180.60.
 At frame 29, car 10 is located at coordinates [301.43, 246.61] with a bounding box of width 330.39 and height 180.60.
 At frame 30, car 1 is located at coordinates [0.74, 283.70] with a bounding box of width 322.15 and height 257.86.
