At frame 0, car 1 is located at coordinates [341.73, 291.66] with a bounding box of width 410.83 and height 283.85.
 At frame 2, person 4 is located at coordinates [354.40, 291.27] with a bounding box of width 406.41 and height 285.73.
 At frame 2, car 9 is located at coordinates [354.40, 291.27] with a bounding box of width 406.41 and height 285.73.
 At frame 2, person 6 is located at coordinates [354.40, 291.27] with a bounding box of width 406.41 and height 285.73.
 At frame 2, car 10 is located at coordinates [354.40, 291.27] with a bounding box of width 406.41 and height 285.73.
 At frame 3, car 1 is located at coordinates [357.80, 292.58] with a bounding box of width 405.47 and height 285.93.
 At frame 3, car 2 is located at coordinates [357.80, 292.58] with a bounding box of width 405.47 and height 285.93.
 At frame 3, car 3 is located at coordinates [357.80, 292.58] with a bounding box of width 405.47 and height 285.93.
 At frame 3, car 9 is located at coordinates [357.80, 292.58] with a bounding box of width 405.47 and height 285.93.
 At frame 3, car 5 is located at coordinates [357.80, 292.58] with a bounding box of width 405.47 and height 285.93.
 At frame 3, car 8 is located at coordinates [357.80, 292.58] with a bounding box of width 405.47 and height 285.93.
 At frame 3, truck 7 is located at coordinates [357.80, 292.58] with a bounding box of width 405.47 and height 285.93.
 At frame 3, person 4 is located at coordinates [357.80, 292.58] with a bounding box of width 405.47 and height 285.93.
 At frame 3, person 6 is located at coordinates [357.80, 292.58] with a bounding box of width 405.47 and height 285.93.
 At frame 3, car 11 is located at coordinates [357.80, 292.58] with a bounding box of width 405.47 and height 285.93.
 At frame 3, car 10 is located at coordinates [357.80, 292.58] with a bounding box of width 405.47 and height 285.93.
 At frame 4, car 1 is located at coordinates [361.46, 292.77] with a bounding box of width 403.93 and height 284.62.
 At frame 4, car 2 is located at coordinates [361.46, 292.77] with a bounding box of width 403.93 and height 284.62.
 At frame 4, car 3 is located at coordinates [361.46, 292.77] with a bounding box of width 403.93 and height 284.62.
 At frame 4, car 8 is located at coordinates [361.46, 292.77] with a bounding box of width 403.93 and height 284.62.
 At frame 4, car 9 is located at coordinates [361.46, 292.77] with a bounding box of width 403.93 and height 284.62.
 At frame 4, car 5 is located at coordinates [361.46, 292.77] with a bounding box of width 403.93 and height 284.62.
 At frame 4, person 4 is located at coordinates [361.46, 292.77] with a bounding box of width 403.93 and height 284.62.
 At frame 4, truck 7 is located at coordinates [361.46, 292.77] with a bounding box of width 403.93 and height 284.62.
 At frame 4, person 6 is located at coordinates [361.46, 292.77] with a bounding box of width 403.93 and height 284.62.
 At frame 4, car 10 is located at coordinates [361.46, 292.77] with a bounding box of width 403.93 and height 284.62.
 At frame 4, car 11 is located at coordinates [361.46, 292.77] with a bounding box of width 403.93 and height 284.62.
 At frame 5, car 1 is located at coordinates [365.11, 293.07] with a bounding box of width 403.30 and height 285.48.
 At frame 5, car 2 is located at coordinates [365.11, 293.07] with a bounding box of width 403.30 and height 285.48.
 
0123456789
 1   5    10     15      
=====================================================

At frame 5, car 3 is located at coordinates [365.11, 293.07] with a bounding box of width 403.30 and height 285.48.
 At frame 5, car 9 is located at coordinates [365.11, 293.07] with a bounding box of width 403.30 and height 285.48.
 At frame 5, car 5 is located at coordinates [365.11, 293.07] with a bounding box of width 403.30 and height 285.48.
 At frame 5, person 4 is located at coordinates [365.11, 293.07] with a bounding box of width 403.30 and height 285.48.
 At frame 5, car 8 is located at coordinates [365.11, 293.07] with a bounding box of width 403.30 and height 285.48.
 At frame 5, person 6 is located at coordinates [365.11, 293.07] with a bounding box of width 403.30 and height 285.48.
 At frame 5, truck 7 is located at coordinates [365.11, 293.07] with a bounding box of width 403.30 and height 285.48.
 At frame 5, car 11 is located at coordinates [365.11, 293.07] with a bounding box of width 403.30 and height 285.48.
 At frame 5, car 10 is located at coordinates [365.11, 293.07] with a bounding box of width 403.30 and height 285.48.
 At frame 6, car 1 is located at coordinates [367.94, 292.57] with a bounding box of width 404.28 and height 288.11.
 At frame 6, car 2 is located at coordinates [367.94, 292.57] with a bounding box of width 404.28 and height 288.11.
 At frame 6, car 3 is located at coordinates [367.94, 292.57] with a bounding box of width 404.28 and height 288.11.
 At frame 6, truck 7 is located at coordinates [367.94, 292.57] with a bounding box of width 404.28 and height 288.11.
 At frame 6, car 8 is located at coordinates [367.94, 292.57] with a bounding box of width 404.28 and height 288.11.
 At frame 6, person 4 is located at coordinates [367.94, 292.57] with a bounding box of width 404.28 and height 288.11.
 At frame 6, car 9 is located at coordinates [367.94, 292.57] with a bounding box of width 404.28 and height 288.11.
 At frame 6, car 5 is located at coordinates [367.94, 292.57] with a bounding box of width 404.28 and height 288.11.
 At frame 6, person 6 is located at coordinates [367.94, 292.57] with a bounding box of width 404.28 and height 288.11.
 At frame 6, car 10 is located at coordinates [367.94, 292.57] with a bounding box of width 404.28 and height 288.11.
 At frame 7, car 1 is located at coordinates [372.04, 292.53] with a bounding box of width 402.79 and height 287.03.
 At frame 7, car 2 is located at coordinates [372.04, 292.53] with a bounding box of width 402.79 and height 287.03.
 At frame 7, truck 7 is located at coordinates [372.04, 292.53] with a bounding box of width 402.79 and height 287.03.
 At frame 7, car 3 is located at coordinates [372.04, 292.53] with a bounding box of width 402.79 and height 287.03.
 At frame 7, car 9 is located at coordinates [372.04, 292.53] with a bounding box of width 402.79 and height 287.03.
 At frame 7, car 5 is located at coordinates [372.04, 292.53] with a bounding box of width 402.79 and height 287.03.
 At frame 7, car 8 is located at coordinates [372.04, 292.53] with a bounding box of width 402.79 and height 287.03.
 At frame 7, person 4 is located at coordinates [372.04, 292.53] with a bounding box of width 402.79 and height 287.03.
 At frame 7, person 6 is located at coordinates [372.04, 292.53] with a bounding box of width 402.79 and height 287.03.
 At frame 7, car 10 is located at coordinates [372.04, 292.53] with a bounding box of width 402.79 and height 287.03.
 At frame 7, car 11 is located at coordinates [372.04, 292.53] with a bounding box of width 402.79 and height 287.03.
 At frame 8, car 1 is located at coordinates [376.39, 291.94] with a bounding box of width 399.36 and height 287.38.
 At frame 8, car 2 is located at coordinates [376.39, 291.94] with a bounding box of width 399.36 and height 287.38.
 At frame 8, car 3 is located at coordinates [376.39, 291.94] with a bounding box of width 399.36 and height 287.38.
 At frame 8, truck 7 is located at coordinates [376.39, 291.94] with a bounding box of width 399.36 and height 287.38.
 At frame 8, person 4 is located at coordinates [376.39, 291.94] with a bounding box of width 399.36 and height 287.38.
 At frame 8, car 9 is located at coordinates [376.39, 291.94] with a bounding box of width 399.36 and height 287.38.
 At frame 8, car 5 is located at coordinates [376.39, 291.94] with a bounding box of width 399.36 and height 287.38.
 At frame 8, person 6 is located at coordinates [376.39, 291.94] with a bounding box of width 399.36 and height 287.38.
 At frame 8, car 8 is located at coordinates [376.39, 291.94] with a bounding box of width 399.36 and height 287.38.
 At frame 8, car 10 is located at coordinates [376.39, 291.94] with a bounding box of width 399.36 and height 287.38.
 At frame 9, car 1 is located at coordinates [379.40, 291.83] with a bounding box of width 397.84 and height 288.32.
 At frame 9, car 2 is located at coordinates [379.40, 291.83] with a bounding box of width 397.84 and height 288.32.
 At frame 9, truck 7 is located at coordinates [379.40, 291.83] with a bounding box of width 397.84 and height 288.32.
 At frame 9, car 3 is located at coordinates [379.40, 291.83] with a bounding box of width 397.84 and height 288.32.
 At frame 9, person 4 is located at coordinates [379.40, 291.83] with a bounding box of width 397.84 and height 288.32.
 At frame 9, car 9 is located at coordinates [379.40, 291.83] with a bounding box of width 397.84 and height 288.32.
 At frame 9, car 5 is located at coordinates [379.40, 291.83] with a bounding box of width 397.84 and height 288.32.
 At frame 9, person 6 is located at coordinates [379.40, 291.83] with a bounding box of width 397.84 and height 288.32.
 At frame 9, car 8 is located at coordinates [379.40, 291.83] with a bounding box of width 397.84 and height 288.32.
 At frame 9, car 10 is located at coordinates [379.40, 291.83] with a bounding box of width 397.84 and height 288.32.
 

=====================================================

At frame 10, car 1 is located at coordinates [382.78, 292.33] with a bounding box of width 400.60 and height 285.02.
 At frame 10, car 2 is located at coordinates [382.78, 292.33] with a bounding box of width 400.60 and height 285.02.
 At frame 10, truck 7 is located at coordinates [382.78, 292.33] with a bounding box of width 400.60 and height 285.02.
 At frame 10, car 9 is located at coordinates [382.78, 292.33] with a bounding box of width 400.60 and height 285.02.
 At frame 10, car 3 is located at coordinates [382.78, 292.33] with a bounding box of width 400.60 and height 285.02.
 At frame 10, person 4 is located at coordinates [382.78, 292.33] with a bounding box of width 400.60 and height 285.02.
 At frame 10, car 5 is located at coordinates [382.78, 292.33] with a bounding box of width 400.60 and height 285.02.
 At frame 10, car 8 is located at coordinates [382.78, 292.33] with a bounding box of width 400.60 and height 285.02.
 At frame 10, person 6 is located at coordinates [382.78, 292.33] with a bounding box of width 400.60 and height 285.02.
 At frame 10, car 10 is located at coordinates [382.78, 292.33] with a bounding box of width 400.60 and height 285.02.
 At frame 11, car 1 is located at coordinates [387.17, 291.87] with a bounding box of width 406.95 and height 284.21.
 At frame 11, car 2 is located at coordinates [387.17, 291.87] with a bounding box of width 406.95 and height 284.21.
 At frame 11, car 9 is located at coordinates [387.17, 291.87] with a bounding box of width 406.95 and height 284.21.
 At frame 11, person 4 is located at coordinates [387.17, 291.87] with a bounding box of width 406.95 and height 284.21.
 At frame 11, car 3 is located at coordinates [387.17, 291.87] with a bounding box of width 406.95 and height 284.21.
 At frame 11, car 5 is located at coordinates [387.17, 291.87] with a bounding box of width 406.95 and height 284.21.
 At frame 11, truck 7 is located at coordinates [387.17, 291.87] with a bounding box of width 406.95 and height 284.21.
 At frame 11, car 8 is located at coordinates [387.17, 291.87] with a bounding box of width 406.95 and height 284.21.
 At frame 11, person 6 is located at coordinates [387.17, 291.87] with a bounding box of width 406.95 and height 284.21.
 At frame 11, car 10 is located at coordinates [387.17, 291.87] with a bounding box of width 406.95 and height 284.21.
 At frame 12, car 1 is located at coordinates [390.23, 291.84] with a bounding box of width 401.14 and height 283.81.
 At frame 12, car 2 is located at coordinates [390.23, 291.84] with a bounding box of width 401.14 and height 283.81.
 At frame 12, person 4 is located at coordinates [390.23, 291.84] with a bounding box of width 401.14 and height 283.81.
 At frame 12, truck 7 is located at coordinates [390.23, 291.84] with a bounding box of width 401.14 and height 283.81.
 At frame 12, car 9 is located at coordinates [390.23, 291.84] with a bounding box of width 401.14 and height 283.81.
 At frame 12, car 3 is located at coordinates [390.23, 291.84] with a bounding box of width 401.14 and height 283.81.
 At frame 12, car 5 is located at coordinates [390.23, 291.84] with a bounding box of width 401.14 and height 283.81.
 At frame 12, car 12 is located at coordinates [390.23, 291.84] with a bounding box of width 401.14 and height 283.81.
 At frame 12, car 8 is located at coordinates [390.23, 291.84] with a bounding box of width 401.14 and height 283.81.
 At frame 12, person 6 is located at coordinates [390.23, 291.84] with a bounding box of width 401.14 and height 283.81.
 At frame 12, car 10 is located at coordinates [390.23, 291.84] with a bounding box of width 401.14 and height 283.81.
 At frame 13, car 1 is located at coordinates [394.00, 291.78] with a bounding box of width 401.97 and height 283.83.
 At frame 13, car 2 is located at coordinates [394.00, 291.78] with a bounding box of width 401.97 and height 283.83.
 At frame 13, truck 7 is located at coordinates [394.00, 291.78] with a bounding box of width 401.97 and height 283.83.
 At frame 13, person 4 is located at coordinates [394.00, 291.78] with a bounding box of width 401.97 and height 283.83.
 At frame 13, car 9 is located at coordinates [394.00, 291.78] with a bounding box of width 401.97 and height 283.83.
 At frame 13, car 3 is located at coordinates [394.00, 291.78] with a bounding box of width 401.97 and height 283.83.
 At frame 13, car 5 is located at coordinates [394.00, 291.78] with a bounding box of width 401.97 and height 283.83.
 At frame 13, car 12 is located at coordinates [394.00, 291.78] with a bounding box of width 401.97 and height 283.83.
 At frame 13, car 8 is located at coordinates [394.00, 291.78] with a bounding box of width 401.97 and height 283.83.
 At frame 13, person 6 is located at coordinates [394.00, 291.78] with a bounding box of width 401.97 and height 283.83.
 At frame 13, car 10 is located at coordinates [394.00, 291.78] with a bounding box of width 401.97 and height 283.83.
 At frame 14, car 1 is located at coordinates [397.85, 291.52] with a bounding box of width 402.47 and height 283.08.
 At frame 14, car 2 is located at coordinates [397.85, 291.52] with a bounding box of width 402.47 and height 283.08.
 At frame 14, person 4 is located at coordinates [397.85, 291.52] with a bounding box of width 402.47 and height 283.08.
 At frame 14, truck 7 is located at coordinates [397.85, 291.52] with a bounding box of width 402.47 and height 283.08.
 At frame 14, car 9 is located at coordinates [397.85, 291.52] with a bounding box of width 402.47 and height 283.08.
 At frame 14, car 3 is located at coordinates [397.85, 291.52] with a bounding box of width 402.47 and height 283.08.
 At frame 14, car 12 is located at coordinates [397.85, 291.52] with a bounding box of width 402.47 and height 283.08.
 At frame 14, car 5 is located at coordinates [397.85, 291.52] with a bounding box of width 402.47 and height 283.08.
 

=====================================================

At frame 14, car 8 is located at coordinates [397.85, 291.52] with a bounding box of width 402.47 and height 283.08.
 At frame 14, person 6 is located at coordinates [397.85, 291.52] with a bounding box of width 402.47 and height 283.08.
 At frame 14, car 10 is located at coordinates [397.85, 291.52] with a bounding box of width 402.47 and height 283.08.
 At frame 15, car 1 is located at coordinates [401.05, 290.21] with a bounding box of width 399.56 and height 285.89.
 At frame 15, truck 7 is located at coordinates [401.05, 290.21] with a bounding box of width 399.56 and height 285.89.
 At frame 15, car 2 is located at coordinates [401.05, 290.21] with a bounding box of width 399.56 and height 285.89.
 At frame 15, person 4 is located at coordinates [401.05, 290.21] with a bounding box of width 399.56 and height 285.89.
 At frame 15, car 9 is located at coordinates [401.05, 290.21] with a bounding box of width 399.56 and height 285.89.
 At frame 15, car 3 is located at coordinates [401.05, 290.21] with a bounding box of width 399.56 and height 285.89.
 At frame 15, car 12 is located at coordinates [401.05, 290.21] with a bounding box of width 399.56 and height 285.89.
 At frame 15, car 5 is located at coordinates [401.05, 290.21] with a bounding box of width 399.56 and height 285.89.
 At frame 15, person 6 is located at coordinates [401.05, 290.21] with a bounding box of width 399.56 and height 285.89.
 At frame 15, car 8 is located at coordinates [401.05, 290.21] with a bounding box of width 399.56 and height 285.89.
 At frame 15, car 10 is located at coordinates [401.05, 290.21] with a bounding box of width 399.56 and height 285.89.
 At frame 16, car 1 is located at coordinates [403.96, 290.35] with a bounding box of width 399.80 and height 286.69.
 At frame 16, car 2 is located at coordinates [403.96, 290.35] with a bounding box of width 399.80 and height 286.69.
 At frame 16, truck 7 is located at coordinates [403.96, 290.35] with a bounding box of width 399.80 and height 286.69.
 At frame 16, person 4 is located at coordinates [403.96, 290.35] with a bounding box of width 399.80 and height 286.69.
 At frame 16, car 9 is located at coordinates [403.96, 290.35] with a bounding box of width 399.80 and height 286.69.
 At frame 16, car 12 is located at coordinates [403.96, 290.35] with a bounding box of width 399.80 and height 286.69.
 At frame 16, car 3 is located at coordinates [403.96, 290.35] with a bounding box of width 399.80 and height 286.69.
 At frame 16, car 5 is located at coordinates [403.96, 290.35] with a bounding box of width 399.80 and height 286.69.
 At frame 16, person 6 is located at coordinates [403.96, 290.35] with a bounding box of width 399.80 and height 286.69.
 At frame 16, car 10 is located at coordinates [403.96, 290.35] with a bounding box of width 399.80 and height 286.69.
 At frame 16, car 8 is located at coordinates [403.96, 290.35] with a bounding box of width 399.80 and height 286.69.
 At frame 17, car 1 is located at coordinates [407.81, 290.32] with a bounding box of width 397.92 and height 286.67.
 At frame 17, car 2 is located at coordinates [407.81, 290.32] with a bounding box of width 397.92 and height 286.67.
 At frame 17, truck 7 is located at coordinates [407.81, 290.32] with a bounding box of width 397.92 and height 286.67.
 At frame 17, person 4 is located at coordinates [407.81, 290.32] with a bounding box of width 397.92 and height 286.67.
 At frame 17, car 12 is located at coordinates [407.81, 290.32] with a bounding box of width 397.92 and height 286.67.
 At frame 17, car 9 is located at coordinates [407.81, 290.32] with a bounding box of width 397.92 and height 286.67.
 At frame 17, car 3 is located at coordinates [407.81, 290.32] with a bounding box of width 397.92 and height 286.67.
 At frame 17, car 5 is located at coordinates [407.81, 290.32] with a bounding box of width 397.92 and height 286.67.
 At frame 17, person 6 is located at coordinates [407.81, 290.32] with a bounding box of width 397.92 and height 286.67.
 At frame 17, car 8 is located at coordinates [407.81, 290.32] with a bounding box of width 397.92 and height 286.67.
 At frame 17, car 10 is located at coordinates [407.81, 290.32] with a bounding box of width 397.92 and height 286.67.
 At frame 18, car 1 is located at coordinates [410.58, 287.81] with a bounding box of width 397.26 and height 289.65.
 At frame 18, car 2 is located at coordinates [410.58, 287.81] with a bounding box of width 397.26 and height 289.65.
 At frame 18, truck 7 is located at coordinates [410.58, 287.81] with a bounding box of width 397.26 and height 289.65.
 At frame 18, person 4 is located at coordinates [410.58, 287.81] with a bounding box of width 397.26 and height 289.65.
 At frame 18, car 12 is located at coordinates [410.58, 287.81] with a bounding box of width 397.26 and height 289.65.
 At frame 18, car 3 is located at coordinates [410.58, 287.81] with a bounding box of width 397.26 and height 289.65.
 At frame 18, car 9 is located at coordinates [410.58, 287.81] with a bounding box of width 397.26 and height 289.65.
 At frame 18, car 8 is located at coordinates [410.58, 287.81] with a bounding box of width 397.26 and height 289.65.
 At frame 18, car 5 is located at coordinates [410.58, 287.81] with a bounding box of width 397.26 and height 289.65.
 At frame 18, person 6 is located at coordinates [410.58, 287.81] with a bounding box of width 397.26 and height 289.65.
 At frame 18, car 10 is located at coordinates [410.58, 287.81] with a bounding box of width 397.26 and height 289.65.
 At frame 19, car 1 is located at coordinates [413.72, 286.66] with a bounding box of width 396.85 and height 289.27.
 At frame 19, truck 7 is located at coordinates [413.72, 286.66] with a bounding box of width 396.85 and height 289.27.
 At frame 19, car 2 is located at coordinates [413.72, 286.66] with a bounding box of width 396.85 and height 289.27.
 

=====================================================

At frame 19, person 4 is located at coordinates [413.72, 286.66] with a bounding box of width 396.85 and height 289.27.
 At frame 19, car 12 is located at coordinates [413.72, 286.66] with a bounding box of width 396.85 and height 289.27.
 At frame 19, car 3 is located at coordinates [413.72, 286.66] with a bounding box of width 396.85 and height 289.27.
 At frame 19, car 9 is located at coordinates [413.72, 286.66] with a bounding box of width 396.85 and height 289.27.
 At frame 19, person 6 is located at coordinates [413.72, 286.66] with a bounding box of width 396.85 and height 289.27.
 At frame 19, car 5 is located at coordinates [413.72, 286.66] with a bounding box of width 396.85 and height 289.27.
 At frame 19, car 8 is located at coordinates [413.72, 286.66] with a bounding box of width 396.85 and height 289.27.
 At frame 19, car 10 is located at coordinates [413.72, 286.66] with a bounding box of width 396.85 and height 289.27.
 At frame 20, car 1 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 20, car 2 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 20, truck 7 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 20, person 4 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 20, car 12 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 20, car 9 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 20, car 3 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 20, car 8 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 20, person 6 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 20, car 14 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 20, car 5 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 20, car 10 is located at coordinates [417.29, 291.16] with a bounding box of width 395.53 and height 285.26.
 At frame 21, car 1 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 21, car 2 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 21, truck 7 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 21, car 12 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 21, person 4 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 21, car 9 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 21, car 3 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 21, person 6 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 21, car 14 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 21, car 8 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 21, car 5 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 21, car 10 is located at coordinates [420.78, 290.77] with a bounding box of width 394.43 and height 285.82.
 At frame 22, car 1 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 22, car 2 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 22, truck 7 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 22, car 12 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 22, person 4 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 22, car 9 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 22, person 6 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 22, car 3 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 22, car 14 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 22, car 5 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 22, car 10 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 22, car 8 is located at coordinates [424.43, 291.51] with a bounding box of width 392.72 and height 285.39.
 At frame 23, car 1 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 At frame 23, truck 7 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 At frame 23, car 2 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 At frame 23, car 12 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 At frame 23, person 4 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 At frame 23, car 9 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 

=====================================================

At frame 23, person 6 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 At frame 23, car 14 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 At frame 23, car 3 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 At frame 23, car 8 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 At frame 23, car 5 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 At frame 23, car 10 is located at coordinates [427.70, 291.74] with a bounding box of width 391.65 and height 287.64.
 At frame 24, car 1 is located at coordinates [431.15, 291.69] with a bounding box of width 390.63 and height 287.18.
 At frame 24, car 2 is located at coordinates [431.15, 291.69] with a bounding box of width 390.63 and height 287.18.
 At frame 24, truck 7 is located at coordinates [431.15, 291.69] with a bounding box of width 390.63 and height 287.18.
 At frame 24, car 12 is located at coordinates [431.15, 291.69] with a bounding box of width 390.63 and height 287.18.
 At frame 24, person 4 is located at coordinates [431.15, 291.69] with a bounding box of width 390.63 and height 287.18.
 At frame 24, car 9 is located at coordinates [431.15, 291.69] with a bounding box of width 390.63 and height 287.18.
 At frame 24, person 6 is located at coordinates [431.15, 291.69] with a bounding box of width 390.63 and height 287.18.
 At frame 24, car 14 is located at coordinates [431.15, 291.69] with a bounding box of width 390.63 and height 287.18.
 At frame 24, car 8 is located at coordinates [431.15, 291.69] with a bounding box of width 390.63 and height 287.18.
 At frame 24, car 10 is located at coordinates [431.15, 291.69] with a bounding box of width 390.63 and height 287.18.
 At frame 25, car 1 is located at coordinates [433.31, 291.41] with a bounding box of width 390.45 and height 288.23.
 At frame 25, car 2 is located at coordinates [433.31, 291.41] with a bounding box of width 390.45 and height 288.23.
 At frame 25, truck 7 is located at coordinates [433.31, 291.41] with a bounding box of width 390.45 and height 288.23.
 At frame 25, car 12 is located at coordinates [433.31, 291.41] with a bounding box of width 390.45 and height 288.23.
 At frame 25, person 4 is located at coordinates [433.31, 291.41] with a bounding box of width 390.45 and height 288.23.
 At frame 25, car 9 is located at coordinates [433.31, 291.41] with a bounding box of width 390.45 and height 288.23.
 At frame 25, person 6 is located at coordinates [433.31, 291.41] with a bounding box of width 390.45 and height 288.23.
 At frame 25, car 14 is located at coordinates [433.31, 291.41] with a bounding box of width 390.45 and height 288.23.
 At frame 25, car 10 is located at coordinates [433.31, 291.41] with a bounding box of width 390.45 and height 288.23.
 At frame 26, car 1 is located at coordinates [436.34, 291.53] with a bounding box of width 388.89 and height 284.70.
 At frame 26, car 2 is located at coordinates [436.34, 291.53] with a bounding box of width 388.89 and height 284.70.
 At frame 26, truck 7 is located at coordinates [436.34, 291.53] with a bounding box of width 388.89 and height 284.70.
 At frame 26, car 12 is located at coordinates [436.34, 291.53] with a bounding box of width 388.89 and height 284.70.
 At frame 26, person 4 is located at coordinates [436.34, 291.53] with a bounding box of width 388.89 and height 284.70.
 At frame 26, car 9 is located at coordinates [436.34, 291.53] with a bounding box of width 388.89 and height 284.70.
 At frame 26, person 6 is located at coordinates [436.34, 291.53] with a bounding box of width 388.89 and height 284.70.
 At frame 26, car 14 is located at coordinates [436.34, 291.53] with a bounding box of width 388.89 and height 284.70.
