At frame 0, car 1 is located at coordinates [100.09, 372.36] with a bounding box of width 133.80 and height 74.18.
 At frame 5, car 1 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, car 7 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, car 3 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, car 4 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, car 6 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, car 5 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, car 2 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, car 10 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, person 11 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, car 14 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, truck 8 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, car 15 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, person 21 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, person 22 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 

=====================================================

At frame 5, car 13 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, car 18 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 5, person 19 is located at coordinates [33.38, 371.23] with a bounding box of width 164.09 and height 81.75.
 At frame 6, car 1 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, car 3 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, car 7 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, car 6 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, car 5 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, car 2 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, truck 8 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, car 10 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, person 22 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, car 14 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, car 4 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, car 15 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, car 13 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, car 18 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, person 11 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, person 21 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 6, person 19 is located at coordinates [21.83, 371.21] with a bounding box of width 168.16 and height 83.58.
 At frame 7, car 1 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, car 7 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, car 3 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, truck 8 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, car 5 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, car 10 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, car 6 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, car 14 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, car 4 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, car 13 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, car 15 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, person 21 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, person 22 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, car 18 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 7, person 19 is located at coordinates [4.55, 371.28] with a bounding box of width 179.32 and height 87.22.
 At frame 8, car 1 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, car 3 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, car 7 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, car 5 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, car 10 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, truck 8 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, car 18 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, car 6 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, car 14 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, person 19 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, person 22 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, car 13 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, car 15 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, car 4 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 At frame 8, car 24 is located at coordinates [0.13, 370.43] with a bounding box of width 177.19 and height 90.40.
 

=====================================================

At frame 9, car 1 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, truck 8 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, car 3 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, car 7 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, car 5 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, car 4 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, car 10 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, car 18 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, car 15 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, car 14 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, car 13 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, car 6 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, person 19 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, person 22 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, person 21 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 9, car 24 is located at coordinates [0.00, 370.23] with a bounding box of width 170.07 and height 86.36.
 At frame 10, car 1 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, truck 8 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, car 7 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, car 3 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, car 5 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, car 18 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, car 4 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, car 15 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, person 22 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, car 14 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, car 6 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, person 19 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, car 10 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, car 13 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, car 24 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 10, person 21 is located at coordinates [0.16, 369.10] with a bounding box of width 161.92 and height 87.66.
 At frame 11, car 1 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, truck 8 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 3 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 7 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 6 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 5 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 15 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 4 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 10 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 13 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 14 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, person 22 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 18 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, person 21 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, person 19 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 24 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 11, car 25 is located at coordinates [0.30, 368.31] with a bounding box of width 153.60 and height 89.88.
 At frame 12, car 1 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 

=====================================================

At frame 12, truck 8 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 7 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 3 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 5 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 6 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 15 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 4 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 18 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, person 19 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 13 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, person 22 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 10 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 14 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 25 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 12, car 24 is located at coordinates [0.32, 367.45] with a bounding box of width 146.96 and height 91.83.
 At frame 13, car 1 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, truck 8 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, car 7 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, car 3 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, car 5 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, car 6 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, car 15 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, car 18 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, car 10 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, car 14 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, car 13 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, person 19 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, person 22 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, car 4 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 13, car 24 is located at coordinates [0.23, 366.50] with a bounding box of width 137.50 and height 93.43.
 At frame 14, car 1 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, truck 8 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, car 7 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, car 3 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, car 5 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, car 4 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, car 6 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, car 14 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, person 19 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, person 22 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, car 18 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, car 10 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, car 15 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, car 13 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, person 21 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 14, car 24 is located at coordinates [0.31, 366.38] with a bounding box of width 129.72 and height 93.84.
 At frame 15, car 1 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, truck 8 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, car 7 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, car 3 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 

=====================================================

At frame 15, car 5 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, person 22 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, car 10 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, person 19 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, car 4 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, car 14 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, car 18 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, truck 6 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, car 24 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, car 13 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 15, person 21 is located at coordinates [0.27, 366.30] with a bounding box of width 119.53 and height 93.12.
 At frame 16, car 1 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, car 7 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, truck 8 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, car 3 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, car 5 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, truck 6 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, person 22 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, person 19 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, car 18 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, car 4 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, car 10 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, car 14 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, car 24 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, car 13 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, car 31 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, person 21 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 16, car 25 is located at coordinates [0.31, 366.11] with a bounding box of width 111.70 and height 92.75.
 At frame 17, car 1 is located at coordinates [0.34, 364.87] with a bounding box of width 102.46 and height 92.88.
 At frame 17, car 7 is located at coordinates [0.34, 364.87] with a bounding box of width 102.46 and height 92.88.
 At frame 17, car 3 is located at coordinates [0.34, 364.87] with a bounding box of width 102.46 and height 92.88.
 At frame 17, car 18 is located at coordinates [0.34, 364.87] with a bounding box of width 102.46 and height 92.88.
 At frame 17, car 5 is located at coordinates [0.34, 364.87] with a bounding box of width 102.46 and height 92.88.
