At frame 0, car 1 is located at coordinates [1255.73, 635.08] with a bounding box of width 99.20 and height 41.51.
 At frame 4, car 5 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 3 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 2 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 6 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 9 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 10 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 4 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 7 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 15 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 19 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 18 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 12 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 16 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, person 14 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 13 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 20 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 21 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 4, car 8 is located at coordinates [1266.65, 636.40] with a bounding box of width 100.90 and height 44.03.
 At frame 5, car 1 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 3 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 2 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 5 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 

=====================================================

At frame 5, car 6 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 9 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 4 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 10 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 7 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 12 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 8 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 18 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, person 14 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 16 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 15 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 11 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 19 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 20 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 21 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 5, car 13 is located at coordinates [1269.08, 637.16] with a bounding box of width 101.84 and height 42.60.
 At frame 6, car 1 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 3 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 5 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 2 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 6 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 4 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 7 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 10 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 9 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, person 14 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 13 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 12 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 16 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 18 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 8 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 19 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 15 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 11 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 20 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 6, car 21 is located at coordinates [1270.77, 638.73] with a bounding box of width 102.86 and height 41.91.
 At frame 7, car 1 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 4 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 5 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 3 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 2 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 7 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 9 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 6 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, person 14 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 10 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 15 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 13 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 12 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 19 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 

=====================================================

At frame 7, car 18 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 16 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 8 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 21 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 11 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 7, car 20 is located at coordinates [1275.96, 638.99] with a bounding box of width 99.38 and height 42.20.
 At frame 8, car 5 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 1 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 3 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 2 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 9 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 4 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 7 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 10 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 6 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, person 14 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 15 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 13 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 19 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 16 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 12 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 18 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 21 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 8, car 8 is located at coordinates [1496.69, 634.73] with a bounding box of width 148.52 and height 62.90.
 At frame 9, car 5 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 1 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 2 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 3 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 10 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 6 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 4 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 7 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 9 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 16 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 19 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 15 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, person 14 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 13 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 12 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 18 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 9, car 20 is located at coordinates [1498.11, 634.95] with a bounding box of width 151.81 and height 62.73.
 At frame 10, car 1 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 3 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 2 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 5 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 4 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 10 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 9 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 7 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 6 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 

=====================================================

At frame 10, car 15 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 19 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 16 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 8 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 13 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, person 14 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 11 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 20 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 12 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 10, car 18 is located at coordinates [1285.72, 639.17] with a bounding box of width 100.13 and height 42.52.
 At frame 11, car 3 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 1 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 5 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 2 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 4 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 8 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 6 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 9 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 7 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 19 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 15 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 11 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 10 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 13 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 16 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, car 20 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 11, person 14 is located at coordinates [141.63, 627.41] with a bounding box of width 111.96 and height 41.25.
 At frame 12, car 1 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 3 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 5 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 4 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 2 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 6 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 10 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 9 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 7 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 15 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 19 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, person 14 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 16 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 8 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 11 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 13 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 20 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 12, car 18 is located at coordinates [1289.00, 637.81] with a bounding box of width 103.06 and height 42.73.
 At frame 13, car 1 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 3 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 5 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 6 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 4 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 

=====================================================

At frame 13, car 2 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 7 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, person 14 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 9 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 8 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 10 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 15 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 13 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 16 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 11 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 19 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 18 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 20 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 17 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 13, car 21 is located at coordinates [1292.35, 637.02] with a bounding box of width 103.74 and height 43.58.
 At frame 14, car 1 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, car 3 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, car 6 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, car 5 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, car 2 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, car 4 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, person 14 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, car 8 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, car 9 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, car 7 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, car 11 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, car 15 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
 At frame 14, car 18 is located at coordinates [1296.90, 636.38] with a bounding box of width 102.45 and height 43.97.
