At frame 0, person 1 is located at coordinates [933.16, 258.45] with a bounding box of width 20.13 and height 53.59.
 At frame 14, person 12 is located at coordinates [398.93, 241.83] with a bounding box of width 31.74 and height 82.30.
 At frame 14, person 14 is located at coordinates [1067.99, 252.91] with a bounding box of width 29.87 and height 78.32.
 At frame 14, person 17 is located at coordinates [880.37, 262.45] with a bounding box of width 13.68 and height 35.88.
 At frame 15, person 1 is located at coordinates [986.64, 255.81] with a bounding box of width 24.62 and height 63.53.
 At frame 15, person 8 is located at coordinates [1099.39, 246.43] with a bounding box of width 33.75 and height 83.19.
 At frame 15, person 12 is located at coordinates [395.30, 241.61] with a bounding box of width 31.61 and height 82.18.
 At frame 15, person 14 is located at coordinates [1070.46, 251.71] with a bounding box of width 30.58 and height 80.17.
 At frame 15, person 17 is located at coordinates [882.24, 261.99] with a bounding box of width 14.18 and height 37.22.
 At frame 16, person 1 is located at coordinates [991.24, 253.02] with a bounding box of width 24.82 and height 64.02.
 At frame 16, person 8 is located at coordinates [1108.93, 242.90] with a bounding box of width 34.81 and height 85.26.
 At frame 16, person 12 is located at coordinates [391.82, 239.43] with a bounding box of width 30.78 and height 79.92.
 At frame 16, person 14 is located at coordinates [1075.89, 248.33] with a bounding box of width 31.13 and height 81.53.
 At frame 16, person 17 is located at coordinates [884.74, 259.34] with a bounding box of width 14.22 and height 37.20.
 At frame 16, person 18 is located at coordinates [851.52, 261.47] with a bounding box of width 13.12 and height 36.06.
 At frame 16, person 2 is located at coordinates [1009.83, 254.73] with a bounding box of width 18.32 and height 49.63.
 At frame 17, person 1 is located at coordinates [996.44, 251.00] with a bounding box of width 24.74 and height 64.37.
 At frame 17, person 8 is located at coordinates [1119.70, 239.55] with a bounding box of width 36.03 and height 88.47.
 At frame 17, person 12 is located at coordinates [388.10, 238.34] with a bounding box of width 30.32 and height 78.69.
 At frame 17, person 14 is located at coordinates [1084.97, 245.93] with a bounding box of width 32.06 and height 83.83.
 At frame 17, person 17 is located at coordinates [887.97, 257.38] with a bounding box of width 14.56 and height 38.04.
 At frame 17, person 18 is located at coordinates [853.56, 259.38] with a bounding box of width 13.40 and height 36.79.
 At frame 17, person 2 is located at coordinates [1012.07, 252.97] with a bounding box of width 20.06 and height 54.58.
 At frame 17, person 3 is located at coordinates [1146.05, 242.49] with a bounding box of width 34.88 and height 86.29.
 At frame 18, person 1 is located at coordinates [999.91, 249.95] with a bounding box of width 25.32 and height 65.75.
 At frame 18, person 8 is located at coordinates [1128.57, 237.92] with a bounding box of width 36.57 and height 90.05.
 At frame 18, person 12 is located at coordinates [384.46, 237.27] with a bounding box of width 33.34 and height 86.35.
 At frame 18, person 14 is located at coordinates [1090.59, 244.51] with a bounding box of width 32.21 and height 84.26.
 At frame 18, person 17 is located at coordinates [889.47, 256.48] with a bounding box of width 14.49 and height 37.87.
 At frame 18, person 18 is located at coordinates [854.29, 258.33] with a bounding box of width 13.43 and height 36.81.
 At frame 18, person 2 is located at coordinates [1014.36, 250.39] with a bounding box of width 20.43 and height 55.33.
 

=====================================================

At frame 18, person 20 is located at coordinates [816.96, 261.80] with a bounding box of width 12.13 and height 29.43.
 At frame 18, person 21 is located at coordinates [734.78, 258.96] with a bounding box of width 13.54 and height 37.84.
 At frame 18, person 22 is located at coordinates [841.21, 260.67] with a bounding box of width 13.60 and height 33.69.
 At frame 18, person 3 is located at coordinates [1145.69, 241.67] with a bounding box of width 34.49 and height 86.83.
 At frame 19, person 1 is located at coordinates [1003.27, 248.51] with a bounding box of width 25.86 and height 67.12.
 At frame 19, person 8 is located at coordinates [1138.20, 237.03] with a bounding box of width 36.98 and height 91.69.
 At frame 19, person 12 is located at coordinates [380.64, 235.46] with a bounding box of width 34.52 and height 89.37.
 At frame 19, person 14 is located at coordinates [1097.81, 244.64] with a bounding box of width 31.82 and height 83.39.
 At frame 19, person 17 is located at coordinates [891.48, 256.44] with a bounding box of width 14.60 and height 38.20.
 At frame 19, person 18 is located at coordinates [855.15, 257.28] with a bounding box of width 13.81 and height 37.67.
 At frame 19, person 2 is located at coordinates [1018.00, 251.08] with a bounding box of width 20.42 and height 54.93.
 At frame 19, person 20 is located at coordinates [817.33, 261.73] with a bounding box of width 12.29 and height 29.79.
 At frame 19, person 21 is located at coordinates [735.09, 258.80] with a bounding box of width 13.47 and height 37.66.
 At frame 19, person 22 is located at coordinates [841.79, 261.12] with a bounding box of width 13.17 and height 32.61.
 At frame 20, person 1 is located at coordinates [1008.11, 248.08] with a bounding box of width 26.39 and height 68.30.
 At frame 20, person 8 is located at coordinates [1147.58, 237.79] with a bounding box of width 36.85 and height 92.19.
 At frame 20, person 12 is located at coordinates [376.88, 232.85] with a bounding box of width 38.16 and height 98.19.
 At frame 20, person 14 is located at coordinates [1105.75, 244.26] with a bounding box of width 33.41 and height 87.50.
 At frame 20, person 17 is located at coordinates [892.97, 257.50] with a bounding box of width 14.54 and height 38.10.
 At frame 20, person 18 is located at coordinates [855.69, 256.98] with a bounding box of width 14.19 and height 38.58.
 At frame 20, person 2 is located at coordinates [1020.66, 250.96] with a bounding box of width 20.84 and height 55.98.
 At frame 20, person 20 is located at coordinates [818.18, 262.28] with a bounding box of width 12.73 and height 30.83.
 At frame 20, person 21 is located at coordinates [735.06, 258.75] with a bounding box of width 13.70 and height 38.28.
 At frame 20, person 22 is located at coordinates [842.27, 261.28] with a bounding box of width 13.38 and height 33.17.
 At frame 21, person 1 is located at coordinates [1012.88, 248.42] with a bounding box of width 26.67 and height 69.21.
 At frame 21, person 8 is located at coordinates [1157.99, 238.32] with a bounding box of width 37.35 and height 93.90.
 At frame 21, person 12 is located at coordinates [373.66, 236.45] with a bounding box of width 37.97 and height 96.97.
 At frame 21, person 14 is located at coordinates [1113.22, 243.47] with a bounding box of width 33.13 and height 86.96.
 At frame 21, person 17 is located at coordinates [894.54, 257.94] with a bounding box of width 14.71 and height 38.65.
 At frame 21, person 18 is located at coordinates [857.56, 258.05] with a bounding box of width 14.16 and height 38.27.
 At frame 21, person 2 is located at coordinates [1026.12, 252.11] with a bounding box of width 21.34 and height 56.57.
 At frame 21, person 20 is located at coordinates [819.35, 262.67] with a bounding box of width 12.78 and height 30.93.
 At frame 21, person 21 is located at coordinates [735.81, 258.95] with a bounding box of width 14.02 and height 39.14.
 At frame 21, person 22 is located at coordinates [843.99, 262.75] with a bounding box of width 12.93 and height 32.04.
 At frame 22, person 1 is located at coordinates [1017.90, 248.67] with a bounding box of width 27.07 and height 70.21.
 At frame 22, person 8 is located at coordinates [1169.48, 239.81] with a bounding box of width 36.66 and height 92.30.
 At frame 22, person 12 is located at coordinates [368.61, 234.55] with a bounding box of width 38.74 and height 98.99.
 At frame 22, person 14 is located at coordinates [1123.05, 241.45] with a bounding box of width 35.80 and height 93.75.
 At frame 22, person 17 is located at coordinates [897.01, 258.22] with a bounding box of width 14.82 and height 39.04.
 At frame 22, person 18 is located at coordinates [859.40, 258.79] with a bounding box of width 14.18 and height 38.12.
 At frame 22, person 2 is located at coordinates [1032.03, 251.08] with a bounding box of width 21.50 and height 57.08.
 At frame 22, person 20 is located at coordinates [821.43, 263.54] with a bounding box of width 11.93 and height 28.82.
 At frame 22, person 21 is located at coordinates [736.86, 258.92] with a bounding box of width 14.19 and height 39.63.
 At frame 22, person 22 is located at coordinates [845.46, 264.21] with a bounding box of width 12.68 and height 31.23.
 At frame 22, person 24 is located at coordinates [966.70, 252.83] with a bounding box of width 22.91 and height 52.99.
 At frame 23, person 1 is located at coordinates [1023.34, 248.11] with a bounding box of width 27.62 and height 71.43.
 At frame 23, person 8 is located at coordinates [1179.62, 239.93] with a bounding box of width 37.94 and height 95.82.
 At frame 23, person 12 is located at coordinates [363.12, 235.27] with a bounding box of width 39.42 and height 100.94.
 At frame 23, person 14 is located at coordinates [1132.93, 240.91] with a bounding box of width 37.05 and height 97.20.
 At frame 23, person 17 is located at coordinates [899.42, 258.74] with a bounding box of width 14.89 and height 39.37.
 

=====================================================

At frame 23, person 18 is located at coordinates [860.70, 259.49] with a bounding box of width 14.44 and height 38.66.
 At frame 23, person 2 is located at coordinates [1034.04, 250.99] with a bounding box of width 22.57 and height 59.72.
 At frame 23, person 20 is located at coordinates [823.88, 263.82] with a bounding box of width 11.52 and height 27.62.
 At frame 23, person 21 is located at coordinates [737.18, 259.21] with a bounding box of width 14.31 and height 39.99.
 At frame 23, person 22 is located at coordinates [846.30, 265.30] with a bounding box of width 12.67 and height 30.99.
 At frame 23, person 24 is located at coordinates [969.08, 251.91] with a bounding box of width 23.68 and height 54.84.
 At frame 24, person 1 is located at coordinates [1028.78, 247.34] with a bounding box of width 28.54 and height 73.60.
 At frame 24, person 8 is located at coordinates [1189.65, 238.16] with a bounding box of width 39.38 and height 99.52.
 At frame 24, person 12 is located at coordinates [359.58, 236.15] with a bounding box of width 40.79 and height 104.49.
 At frame 24, person 14 is located at coordinates [1141.57, 240.55] with a bounding box of width 38.22 and height 100.42.
 At frame 24, person 17 is located at coordinates [901.30, 259.25] with a bounding box of width 15.17 and height 40.07.
 At frame 24, person 18 is located at coordinates [862.84, 260.64] with a bounding box of width 14.31 and height 38.05.
 At frame 24, person 20 is located at coordinates [825.17, 263.80] with a bounding box of width 12.02 and height 28.70.
 At frame 24, person 21 is located at coordinates [737.55, 259.73] with a bounding box of width 14.62 and height 40.71.
 At frame 24, person 22 is located at coordinates [847.87, 265.42] with a bounding box of width 13.35 and height 32.59.
 At frame 24, person 24 is located at coordinates [971.06, 252.74] with a bounding box of width 24.28 and height 56.35.
 At frame 24, person 25 is located at coordinates [1205.83, 240.34] with a bounding box of width 31.72 and height 93.61.
 At frame 25, person 1 is located at coordinates [1033.20, 246.87] with a bounding box of width 29.30 and height 75.55.
 At frame 25, person 8 is located at coordinates [1199.26, 239.78] with a bounding box of width 39.76 and height 100.34.
 At frame 25, person 12 is located at coordinates [355.74, 237.08] with a bounding box of width 42.27 and height 108.27.
 At frame 25, person 14 is located at coordinates [1151.71, 242.45] with a bounding box of width 38.36 and height 101.14.
 At frame 25, person 17 is located at coordinates [902.20, 259.84] with a bounding box of width 15.53 and height 41.11.
 At frame 25, person 18 is located at coordinates [863.89, 261.79] with a bounding box of width 14.44 and height 38.21.
 At frame 25, person 20 is located at coordinates [826.05, 264.28] with a bounding box of width 12.07 and height 28.67.
 At frame 25, person 21 is located at coordinates [738.19, 261.61] with a bounding box of width 14.48 and height 40.36.
 At frame 25, person 22 is located at coordinates [848.31, 266.15] with a bounding box of width 13.76 and height 33.55.
 At frame 25, person 24 is located at coordinates [973.95, 254.46] with a bounding box of width 24.18 and height 56.25.
 At frame 25, person 25 is located at coordinates [1215.02, 242.29] with a bounding box of width 31.94 and height 94.35.
 At frame 25, person 3 is located at coordinates [1148.50, 243.18] with a bounding box of width 36.28 and height 93.05.
 At frame 26, person 1 is located at coordinates [1037.70, 247.37] with a bounding box of width 29.87 and height 76.76.
 At frame 26, person 8 is located at coordinates [1210.64, 239.86] with a bounding box of width 40.52 and height 101.57.
 At frame 26, person 12 is located at coordinates [351.17, 237.75] with a bounding box of width 41.96 and height 108.07.
 At frame 26, person 14 is located at coordinates [1159.94, 242.86] with a bounding box of width 39.30 and height 103.08.
 At frame 26, person 17 is located at coordinates [904.44, 261.04] with a bounding box of width 15.59 and height 41.29.
 At frame 26, person 18 is located at coordinates [864.93, 263.39] with a bounding box of width 14.67 and height 38.65.
 At frame 26, person 20 is located at coordinates [824.87, 265.76] with a bounding box of width 13.36 and height 31.69.
 At frame 26, person 21 is located at coordinates [738.81, 262.41] with a bounding box of width 14.42 and height 40.20.
 At frame 26, person 22 is located at coordinates [849.40, 267.77] with a bounding box of width 13.57 and height 32.93.
 At frame 26, person 24 is located at coordinates [977.40, 255.79] with a bounding box of width 24.11 and height 56.25.
 At frame 26, person 25 is located at coordinates [1225.88, 241.38] with a bounding box of width 33.09 and height 97.57.
 At frame 26, person 3 is located at coordinates [1154.95, 243.46] with a bounding box of width 34.38 and height 90.16.
 At frame 27, person 1 is located at coordinates [1043.47, 250.75] with a bounding box of width 28.60 and height 73.64.
 At frame 27, person 8 is located at coordinates [1222.99, 242.60] with a bounding box of width 40.01 and height 100.08.
 At frame 27, person 12 is located at coordinates [345.65, 240.81] with a bounding box of width 40.33 and height 104.52.
 At frame 27, person 14 is located at coordinates [1170.57, 243.52] with a bounding box of width 39.92 and height 104.44.
 At frame 27, person 17 is located at coordinates [906.89, 261.70] with a bounding box of width 15.41 and height 40.76.
 At frame 27, person 18 is located at coordinates [866.56, 264.77] with a bounding box of width 14.52 and height 38.03.
 At frame 27, person 20 is located at coordinates [825.62, 266.86] with a bounding box of width 13.76 and height 32.58.
 At frame 27, person 21 is located at coordinates [738.77, 262.69] with a bounding box of width 14.89 and height 41.72.
 At frame 27, person 22 is located at coordinates [851.49, 268.75] with a bounding box of width 13.22 and height 32.09.
 

=====================================================

At frame 27, person 24 is located at coordinates [980.41, 255.39] with a bounding box of width 24.43 and height 57.25.
 At frame 27, person 25 is located at coordinates [1235.85, 241.69] with a bounding box of width 33.94 and height 99.89.
 At frame 28, person 1 is located at coordinates [1048.60, 248.38] with a bounding box of width 29.72 and height 76.67.
 At frame 28, person 12 is located at coordinates [340.02, 239.09] with a bounding box of width 41.12 and height 107.12.
 At frame 28, person 14 is located at coordinates [1182.23, 245.72] with a bounding box of width 39.87 and height 103.94.
 At frame 28, person 17 is located at coordinates [908.82, 261.75] with a bounding box of width 15.53 and height 41.13.
 At frame 28, person 18 is located at coordinates [868.33, 265.27] with a bounding box of width 14.42 and height 37.78.
 At frame 28, person 20 is located at coordinates [826.30, 267.66] with a bounding box of width 13.84 and height 32.92.
 At frame 28, person 21 is located at coordinates [739.38, 263.85] with a bounding box of width 14.56 and height 40.81.
 At frame 28, person 22 is located at coordinates [852.55, 269.48] with a bounding box of width 13.23 and height 32.17.
 At frame 28, person 24 is located at coordinates [985.15, 256.23] with a bounding box of width 24.30 and height 57.18.
 At frame 28, person 25 is located at coordinates [1241.48, 241.47] with a bounding box of width 35.80 and height 104.49.
 At frame 29, person 1 is located at coordinates [1054.72, 250.57] with a bounding box of width 29.95 and height 77.00.
 At frame 29, person 12 is located at coordinates [334.87, 239.13] with a bounding box of width 43.06 and height 112.18.
 At frame 29, person 14 is located at coordinates [1192.96, 246.11] with a bounding box of width 41.08 and height 106.09.
 At frame 29, person 17 is located at coordinates [911.40, 261.48] with a bounding box of width 15.63 and height 41.45.
 At frame 29, person 18 is located at coordinates [870.11, 265.73] with a bounding box of width 14.40 and height 37.78.
 At frame 29, person 20 is located at coordinates [827.48, 267.95] with a bounding box of width 14.27 and height 34.00.
 At frame 29, person 21 is located at coordinates [739.33, 264.57] with a bounding box of width 14.17 and height 39.94.
 At frame 29, person 22 is located at coordinates [854.52, 269.91] with a bounding box of width 13.16 and height 32.01.
 At frame 29, person 24 is located at coordinates [989.83, 257.52] with a bounding box of width 23.78 and height 56.32.
 At frame 29, person 25 is located at coordinates [1250.74, 240.17] with a bounding box of width 37.50 and height 109.08.
 At frame 30, person 1 is located at coordinates [1060.05, 252.80] with a bounding box of width 29.95 and height 76.71.
 At frame 30, person 12 is located at coordinates [328.23, 238.19] with a bounding box of width 44.57 and height 116.93.
 At frame 30, person 14 is located at coordinates [1201.14, 248.28] with a bounding box of width 39.39 and height 101.98.
 At frame 30, person 17 is located at coordinates [914.30, 261.95] with a bounding box of width 15.56 and height 41.27.
 At frame 30, person 18 is located at coordinates [872.30, 265.79] with a bounding box of width 14.39 and height 37.48.
 At frame 30, person 20 is located at coordinates [828.61, 268.33] with a bounding box of width 14.56 and height 34.78.
 At frame 30, person 21 is located at coordinates [739.85, 265.41] with a bounding box of width 13.70 and height 38.42.
 At frame 30, person 22 is located at coordinates [855.49, 269.54] with a bounding box of width 13.36 and height 32.35.
 At frame 30, person 24 is located at coordinates [993.69, 257.77] with a bounding box of width 23.87 and height 56.78.
 At frame 30, person 25 is located at coordinates [1261.33, 248.57] with a bounding box of width 34.32 and height 99.65.
 At frame 31, person 1 is located at coordinates [1066.03, 254.72] with a bounding box of width 29.46 and height 75.30.
 At frame 31, person 12 is located at coordinates [321.42, 237.45] with a bounding box of width 45.88 and height 121.00.
 At frame 31, person 14 is located at coordinates [1212.02, 250.82] with a bounding box of width 37.70 and height 97.23.
 At frame 31, person 17 is located at coordinates [917.02, 263.69] with a bounding box of width 14.49 and height 38.35.
 At frame 31, person 18 is located at coordinates [874.51, 266.38] with a bounding box of width 14.64 and height 37.96.
 At frame 31, person 20 is located at coordinates [829.41, 268.45] with a bounding box of width 14.65 and height 35.07.
 At frame 31, person 21 is located at coordinates [739.93, 266.60] with a bounding box of width 13.72 and height 38.34.
 At frame 31, person 22 is located at coordinates [858.29, 269.47] with a bounding box of width 13.98 and height 33.86.
 At frame 31, person 24 is located at coordinates [997.75, 258.53] with a bounding box of width 23.93 and height 57.43.
 At frame 31, person 27 is located at coordinates [1216.69, 249.22] with a bounding box of width 39.25 and height 101.78.
 At frame 32, person 1 is located at coordinates [1072.60, 254.18] with a bounding box of width 29.65 and height 75.80.
 At frame 32, person 12 is located at coordinates [315.37, 237.07] with a bounding box of width 46.57 and height 123.76.
 At frame 32, person 14 is located at coordinates [1224.91, 248.19] with a bounding box of width 39.32 and height 101.35.
 At frame 32, person 17 is located at coordinates [919.10, 263.45] with a bounding box of width 14.95 and height 39.83.
 At frame 32, person 18 is located at coordinates [876.70, 267.66] with a bounding box of width 14.24 and height 36.87.
 At frame 32, person 20 is located at coordinates [830.40, 267.71] with a bounding box of width 14.79 and height 35.54.
 At frame 32, person 21 is located at coordinates [740.93, 267.61] with a bounding box of width 13.34 and height 37.32.
 At frame 32, person 22 is located at coordinates [860.25, 270.01] with a bounding box of width 13.86 and height 33.45.
 

=====================================================

At frame 32, person 24 is located at coordinates [1001.94, 260.17] with a bounding box of width 23.09 and height 55.69.
 At frame 32, person 27 is located at coordinates [1228.15, 247.08] with a bounding box of width 42.10 and height 109.31.
 At frame 32, person 29 is located at coordinates [742.97, 267.75] with a bounding box of width 13.98 and height 37.30.
 At frame 33, person 1 is located at coordinates [1079.09, 254.94] with a bounding box of width 29.91 and height 76.56.
 At frame 33, person 12 is located at coordinates [308.78, 237.21] with a bounding box of width 47.19 and height 125.80.
 At frame 33, person 14 is located at coordinates [1242.47, 247.34] with a bounding box of width 41.62 and height 107.94.
 At frame 33, person 17 is located at coordinates [921.25, 263.55] with a bounding box of width 15.35 and height 40.93.
 At frame 33, person 18 is located at coordinates [878.80, 267.83] with a bounding box of width 14.56 and height 37.53.
 At frame 33, person 20 is located at coordinates [831.06, 267.02] with a bounding box of width 14.98 and height 35.90.
 At frame 33, person 22 is located at coordinates [861.68, 270.39] with a bounding box of width 13.90 and height 33.48.
 At frame 33, person 24 is located at coordinates [1006.36, 260.36] with a bounding box of width 23.14 and height 56.20.
 At frame 33, person 27 is located at coordinates [1237.47, 244.70] with a bounding box of width 42.71 and height 111.25.
 At frame 33, person 29 is located at coordinates [742.11, 267.43] with a bounding box of width 14.24 and height 37.99.
 At frame 34, person 1 is located at coordinates [1084.02, 251.92] with a bounding box of width 30.94 and height 79.35.
 At frame 34, person 12 is located at coordinates [303.60, 238.33] with a bounding box of width 48.37 and height 129.27.
 At frame 34, person 14 is located at coordinates [1253.23, 249.30] with a bounding box of width 41.56 and height 108.73.
 At frame 34, person 17 is located at coordinates [924.19, 265.04] with a bounding box of width 14.97 and height 40.08.
 At frame 34, person 18 is located at coordinates [880.62, 268.56] with a bounding box of width 14.06 and height 36.12.
 At frame 34, person 20 is located at coordinates [831.81, 266.65] with a bounding box of width 15.53 and height 37.27.
 At frame 34, person 22 is located at coordinates [863.23, 270.51] with a bounding box of width 14.14 and height 34.08.
 At frame 34, person 24 is located at coordinates [1009.39, 261.10] with a bounding box of width 23.26 and height 56.68.
 At frame 34, person 29 is located at coordinates [742.18, 267.32] with a bounding box of width 14.52 and height 38.68.
 At frame 35, person 1 is located at coordinates [1090.28, 253.55] with a bounding box of width 31.45 and height 80.87.
 At frame 35, person 12 is located at coordinates [296.35, 239.43] with a bounding box of width 49.31 and height 132.35.
 At frame 35, person 17 is located at coordinates [926.44, 265.21] with a bounding box of width 15.54 and height 41.71.
 At frame 35, person 18 is located at coordinates [882.18, 267.72] with a bounding box of width 15.14 and height 38.66.
 At frame 35, person 20 is located at coordinates [832.56, 267.35] with a bounding box of width 15.54 and height 37.31.
 At frame 35, person 22 is located at coordinates [864.76, 272.48] with a bounding box of width 13.78 and height 33.33.
 At frame 35, person 24 is located at coordinates [1013.74, 262.72] with a bounding box of width 22.88 and height 56.07.
 At frame 35, person 29 is located at coordinates [742.44, 266.97] with a bounding box of width 15.05 and height 40.08.
 At frame 36, person 1 is located at coordinates [1098.58, 254.95] with a bounding box of width 31.83 and height 81.82.
